recommender,similarity,neighbor_size,rec_size,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10
Dominance,JaroSimilarity,50,5,0.0014688000055385053,3.4503374260683574E-4,0.0012827985803697014,0.004759800288745806,0.013881708260728345,0.0045327683727838545,0.009708284743079994,0.005741720869013623
Dominance,JaroSimilarity,50,7,0.006157297513951639,3.4503374260683574E-4,0.005474971852815395,0.01004611367310058,0.015012347917911693,0.008113406970295669,0.02220759796556156,0.013528862116798669
Dominance,JaroSimilarity,50,10,0.00713990503743152,8.010551850381322E-4,0.005918980617452156,0.014906279755062934,0.01585253220682088,0.010906995369928731,0.02544774794919053,0.015311782436644892
Dominance,JaroSimilarity,50,0,0.0014469986610753309,8.53860188927797E-4,0.0018339286764967712,0.00725030287448689,0.0033612792442268592,0.0047036130718126155,0.008375514145379629,0.005848957713387362
Dominance,JaroSimilarity,5,2,0.001186006669446598,8.76292877949859E-4,9.972141717661735E-4,0.0035840887942227007,0.004812644431113306,0.0074327116199964975,0.0072613721547129285,0.01585599084445109
Dominance,JaroSimilarity,5,5,0.0030888206994813395,0.0035792713720672765,0.0025877111377865143,0.007668410458432194,0.01475012485128202,0.01213708014196087,0.016513711021245474,0.029947600104891545
Dominance,JaroSimilarity,5,7,0.007336918967564202,0.004088643825205011,0.0030353400213132434,0.010828395271808887,0.01626773928078757,0.01706241501524558,0.022339244904024298,0.03578150236692029
Dominance,JaroSimilarity,5,10,0.010074299507580736,0.007374672481234106,0.004067171602072852,0.015458386902347862,0.018575343343389273,0.022439066617072425,0.030896372948346743,0.057696075132469125
Dominance,JaroSimilarity,5,0,0.004074163305353564,0.0014978462514597406,0.0030806181867631052,0.006940046100260536,0.008350909473014487,0.014245713710994125,0.010334900372218101,0.019136173114470734
Dominance,JaroSimilarity,60,2,0.004218409728564494,4.117341578641888E-5,9.767316782171078E-6,0.0018427869793950637,0.0019976861779863637,0.0015543736052330414,0.0025689809104707004,0.006341568558754392
Dominance,JaroSimilarity,60,5,0.004895575082895202,2.2122962679866053E-4,3.938743616662918E-4,0.006290889775136953,0.011795389100564938,0.0027008417499441288,0.008443558475601267,0.00795215582791424
Dominance,JaroSimilarity,60,7,0.0054294048852703836,5.501988573670586E-4,4.324315306161532E-4,0.01036307125705086,0.014966772585124246,0.00824063569308868,0.017949819927614703,0.008682485810077831
Dominance,JaroSimilarity,60,10,0.0060922836731491705,9.980635598841642E-4,0.0010828503131916508,0.01330670597900524,0.01812977893847521,0.013256026074336593,0.030020134092796222,0.011046407909626597
Dominance,JaroSimilarity,60,0,0.00504504688013178,6.655266618435607E-4,0.0010842001454732077,0.0058865180481193005,0.0060466403816381116,0.0054517909546685905,0.0076517837342608905,0.007741647088315452
Dominance,JaroSimilarity,8,2,0.001626465564922255,3.1137761048475335E-4,0.004746735303457675,0.0034791629205882125,0.003404228827840605,0.009881484662272354,0.008606864372704682,0.013465180622036969
Dominance,JaroSimilarity,8,5,0.002004239148450858,0.0018915608201322488,0.007468972777620287,0.005192294095077047,0.013130658375263587,0.012320424866275045,0.027356935552816583,0.030782968156409636
Dominance,JaroSimilarity,8,7,0.004426057180154049,0.010285733290557776,0.011457287442593389,0.006581858665046478,0.019925627330422135,0.023351011849441893,0.035007924581442314,0.03793043312434941
Dominance,JaroSimilarity,8,10,0.006386241490936881,0.011429601184175232,0.01575672068166711,0.011180251601801285,0.025080931662064987,0.03154556766541483,0.03998200887840645,0.05694915380137379
Dominance,JaroSimilarity,8,0,0.002739241326540894,0.0049977066178794214,0.010133667038615726,0.0057519989562238695,0.0067659869645606665,0.02025442124680315,0.018416727688730428,0.018659172418291525
Dominance,LCS-Ponderado,10,2,2.7576372498299627E-4,9.59842283384835E-5,3.0996803234552457E-4,0.0022827614724776337,0.004342037487360367,0.004593720404844268,0.007837748749760672,0.0059202820734201005
Dominance,LCS-Ponderado,10,5,0.0013538217124898027,0.0061541466230402055,0.008968534424468058,0.005384028071300097,0.009516182606566436,0.012993195435722584,0.019497188872012634,0.020158868488737124
Dominance,LCS-Ponderado,10,7,0.0015288553952645665,0.006834418731883743,0.009227896710227945,0.0059420157722161375,0.012168514551589984,0.016263502063645546,0.025066204052450837,0.02613757120273184
Dominance,LCS-Ponderado,10,10,0.002199726326271407,0.010870453936498669,0.010481039894006155,0.006790136289471887,0.01652764336641767,0.028741147713318597,0.028814046759419166,0.03600941902527059
Dominance,LCS-Ponderado,10,0,1.8978930473899036E-4,0.0025317052322804184,0.0014833394489876105,0.0033046816848496395,0.008419752323547133,0.017277206300232762,0.01062334200949625,0.006625776932307913
Dominance,LCS-Ponderado,15,2,4.8490997710269035E-5,1.9343569586384264E-4,0.001057460621686954,0.001364658269428194,0.0038336686526246164,6.609014239632612E-4,7.189955727413803E-4,0.006617905323877167
Dominance,LCS-Ponderado,15,5,0.001572835220188692,0.004187503171355038,0.005965842652186859,0.0053789535124877524,0.00554486556645522,0.006675361248877515,0.013910276839389156,0.021082070505149233
Dominance,LCS-Ponderado,15,7,0.0017074728555447594,0.006703829735319428,0.0063803978025567904,0.005805446549150624,0.0074791270821280105,0.006979684446243044,0.01802302586292544,0.02324180848538175
Dominance,LCS-Ponderado,15,10,0.002018141218703139,0.009468909111533965,0.007190957737635798,0.006703056920129999,0.009804926814472393,0.012679084074469967,0.025847449945143357,0.03095271503294487
Dominance,LCS-Ponderado,15,0,5.583685548475387E-4,0.002603275297139482,0.002859083752000068,0.0024643925840615185,0.0057384460107962115,0.007354659375108611,0.006255580994714204,0.011165033479022516
Dominance,LCS-Ponderado,20,2,0.0013876970637227578,1.9343569586384264E-4,7.01004121667004E-4,3.671051472759397E-4,0.004649290291281978,0.0012265128436830027,0.003921767237789686,0.0037782277625661577
Dominance,LCS-Ponderado,20,5,0.0014249013712742788,0.004418376834914233,0.004812853699716793,0.003151496589222542,0.011560478505969408,0.014471864612766403,0.016407631895933552,0.01244116663700716
Dominance,LCS-Ponderado,20,7,0.0014972374722882404,0.00927986825756897,0.009405188236747807,0.004577560033078026,0.012475398754386614,0.019141975598923593,0.018868192259172134,0.01517826755909489
Dominance,LCS-Ponderado,20,10,0.0019803414516263865,0.00993957842942403,0.01040207096431617,0.0063008712113004975,0.0134917509069448,0.023702831094539436,0.02439380249540768,0.023049400319243997
Dominance,LCS-Ponderado,20,0,0.0016869343212835889,0.0017396533729503371,0.0016703439349053275,0.005160986360033358,0.010285085743824458,0.007749653301615517,0.01233818280854493,0.007069182882547991
Dominance,LCS-Ponderado,25,2,0.0013086115546745469,2.0834415790689831E-4,7.423667519597301E-4,1.3836042891732963E-4,0.0035556429787640103,6.273274773458363E-4,0.002958284062576287,0.005827101494733739
Dominance,LCS-Ponderado,25,5,0.0022579155522472294,0.004237042915405929,9.225057447198238E-4,0.012271009485802129,0.012967322954051485,0.015768510835362806,0.012186757297930503,0.026116216493310845
Dominance,LCS-Ponderado,25,7,0.00237591514118093,0.005638137494494376,0.008572887299535812,0.014039851100347077,0.019789857532525372,0.020727971903945604,0.014788628748289453,0.031038765736069614
Dominance,LCS-Ponderado,25,10,0.00268499439925026,0.0071448758191804875,0.010942528083224722,0.018773004859993243,0.021088707456914376,0.023738172960703227,0.02559616569226473,0.039904448447856906
Dominance,LCS-Ponderado,25,0,0.0014680750248508227,0.0013483047655928771,0.006179006399423555,0.010220066682554449,0.010649622805740807,0.003796141807962289,0.01087991914469293,0.012798367643567713
Dominance,LCS-Ponderado,30,2,0.0016657544118174037,1.9252387630588582E-4,5.202012620221645E-4,0.0015173577756566119,0.004094512446672685,2.3300571078432216E-4,5.461759534096568E-4,0.005935855623239712
Dominance,LCS-Ponderado,30,5,0.0069402892574840945,0.0046004296222899406,0.002411729275287249,0.010255647934641237,0.01818423810947628,0.011944165779929834,0.014148539793533992,0.018798778113341314
Dominance,LCS-Ponderado,30,7,0.0070948107709917566,0.008873732382617728,0.008789654804386314,0.0115724285511969,0.023941919067544365,0.02133984155602296,0.020021025972972752,0.04042286401428427
Dominance,LCS-Ponderado,30,10,0.009944305709561499,0.00998165041717253,0.011693008893369548,0.013533797334225238,0.02942521471730933,0.027317804635219337,0.03661724259114674,0.048196936538928294
Dominance,LCS-Ponderado,30,0,0.004687994437716212,8.542822570402015E-4,0.007383112301353198,0.004472406087217405,0.016406879891288292,0.0074018093597973695,0.01216036234074833,0.011342726291507076
Dominance,LCS-Ponderado,40,2,0.001659636295463067,1.2357890229066767E-4,0.0015103054432805579,0.004894190225753141,0.006863230064488741,0.0010629386978355515,0.001652018725919215,0.004676907383554474
Dominance,LCS-Ponderado,40,5,0.004244382058174931,0.0015997338264491922,0.0027918086001656756,0.005538775185588106,0.028139036904247496,0.005849659835429546,0.008182898816797709,0.011522417277049432
Dominance,LCS-Ponderado,40,7,0.004293705325709783,0.0025882143072571786,0.006266929138474781,0.007990936179358903,0.0342499675049741,0.013746960887978377,0.013066536386332258,0.01610461856849715
Dominance,LCS-Ponderado,40,10,0.004901344642236824,0.003815591937153359,0.008377853626699697,0.011554614568765937,0.0385807674595942,0.015290417521410344,0.027064672807450105,0.02905386745534055
Dominance,LCS-Ponderado,40,0,0.0019174869692671812,0.0018849115704218109,0.002551224805432839,9.248191360308005E-4,0.012113280876104065,0.0034995494019396047,0.011690862043247374,0.009748981668757489
Dominance,LCS-Ponderado,50,2,0.0044571701264614644,1.2357890229066767E-4,5.736190090015401E-4,0.0014865851847418667,0.005787073174063019,0.0015433586496131392,0.002717280936389504,0.00800176352594241
Dominance,LCS-Ponderado,50,5,0.004505661124171734,0.00156501160422697,0.0030466342083339333,0.0037961554179733454,0.01771049973783793,0.009240062571606165,0.0073055453013842345,0.012570283789392381
Dominance,LCS-Ponderado,50,7,0.007838994457505067,0.0032016641372167058,0.005609705026953679,0.010661721351174361,0.021822661858324738,0.016026120659254812,0.009301215195800561,0.018293955482726082
Dominance,LCS-Ponderado,50,10,0.009670488604678278,0.00615587709786959,0.009899571369426473,0.013927961006271933,0.025064161537792236,0.019664625400148857,0.02088677523629788,0.029497913205573618
Dominance,LCS-Ponderado,50,0,0.002462502541532661,0.0018160535971341626,0.002233387343773341,0.0024242403438213093,0.004678647898498391,0.005992598130531142,0.0037843072823563087,0.010334842331466832
Dominance,LCS-Ponderado,5,2,0.0052564493779127435,0.0032284609367663596,2.954387136584214E-4,0.0056380746019394305,0.005553735141918782,0.00947746440989322,0.014541477903042799,0.008936008927380239
Dominance,LCS-Ponderado,5,5,0.008432237791358493,0.008277141025967981,0.005087123988601906,0.012888874201447074,0.012970624723947517,0.015888987059319466,0.030829662319473313,0.020554716163752422
Dominance,LCS-Ponderado,5,7,0.013813861727415843,0.008419186480513435,0.007063282906211949,0.018134992583231164,0.016281939737412696,0.02079666200326707,0.03945438649794272,0.029434496134544533
Dominance,LCS-Ponderado,5,10,0.015709370061701818,0.010269412847911172,0.008653891799100198,0.022010489767195295,0.017282525974485485,0.033174228641922945,0.04563083551359847,0.03840371072351077
Dominance,LCS-Ponderado,5,0,0.012882136191891238,0.004031965739059515,0.0048793978363559105,0.008721697295690908,0.00810347777703163,0.020682664826100525,0.025457876056061205,0.020368636171127545
Dominance,LCS-Ponderado,60,2,0.0014772727272727272,1.0775862068965517E-4,5.296564992357716E-4,0.002795759881013337,0.002713753882514873,0.00474308817803493,0.002628254544197138,0.008260094217066907
Dominance,LCS-Ponderado,60,5,0.0016156102050883052,0.0015968608491548025,0.0025458248989349095,0.008869249239633722,0.01584835450262398,0.007019808109122389,0.006416618211763245,0.01190041940655262
Dominance,LCS-Ponderado,60,7,0.0020097215251149076,0.0024269778831442768,0.0025662506289174875,0.01138951922047866,0.022636931793365123,0.011580221137830535,0.008441341795683212,0.017371990545803753
Dominance,LCS-Ponderado,60,10,0.0020158396414692446,0.0039668234763215755,0.006001337009858289,0.015812754359682907,0.02434890143975937,0.01807328854064735,0.015640361383236996,0.021038849840697517
Dominance,LCS-Ponderado,60,0,1.2384621180725613E-4,0.0013756171676775296,0.0022297166435259483,0.004534424902489852,0.011327963505292653,0.0063510965765890895,0.007441586053277702,0.014146686658213498
Dominance,LCS-Ponderado,8,2,0.002673162913720768,0.0022862822108578834,1.1272323820970367E-4,0.004823811516612294,0.007674491106329827,0.007136161742320572,0.014639730299249297,0.008136468873232928
Dominance,LCS-Ponderado,8,5,0.004370600391404237,0.007589846597312303,0.005005153121977029,0.008065122286489868,0.01056514818169207,0.016350662311430186,0.021166307551441825,0.022858213278299573
Dominance,LCS-Ponderado,8,7,0.004788147718933447,0.007715228847764743,0.005732077193709662,0.008770227978178256,0.012230236914680783,0.017780469101221878,0.028920933085321565,0.02709198951759685
Dominance,LCS-Ponderado,8,10,0.005996128503736584,0.011159833588301474,0.009999618212626718,0.01181019674738757,0.01837389155619225,0.026256518828050676,0.038282928186992575,0.034496547665754225
Dominance,LCS-Ponderado,8,0,0.005200070487847387,0.007140723763998085,0.0015364321328328186,0.004331488018811004,0.01101917131678182,0.013338918216908404,0.016368044605543242,0.010462398089845077
Dominance,LCS-Puro,10,2,3.945144968767016E-5,6.985679357317499E-5,2.3326519636511262E-4,0.005107973654695655,0.002600997378922488,0.0038656365031822905,0.004900034051143674,0.0010990208645580719
Dominance,LCS-Puro,10,5,9.534740427128553E-4,0.0011406269318942684,0.0010012619057173722,0.007604435988021455,0.012438407597362837,0.006715543836423867,0.010419391845479485,0.008751711883837228
Dominance,LCS-Puro,10,7,0.0011315279589684322,0.0027796140283996166,0.0016764896489179098,0.008804339942237428,0.014743548236114108,0.010137251737436192,0.015412068374174462,0.010681754715000097
Dominance,LCS-Puro,10,10,0.0012017677929877938,0.002829207056400291,0.001914060237250344,0.011462019748079182,0.019166498939954056,0.015258924184037183,0.02076441213282229,0.02232813459587496
Dominance,LCS-Puro,10,0,4.915418078072186E-4,0.0012348246407136003,7.279214244700153E-4,0.004153297641530418,0.010932626272354657,0.007163858964030682,0.0128957785986247,0.004469540643050514
Dominance,LCS-Puro,15,2,0.0012894514496876702,0.0011595897176438618,5.257884825552808E-4,0.005172683627964816,0.0022176178166355624,0.0026512244228640894,4.8440821522682386E-4,0.003266347147071183
Dominance,LCS-Puro,15,5,0.00220693210847835,0.0021905448572388147,0.001171647236224886,0.006976367847078752,0.00838742387153569,0.004121310955813036,0.00563211105663523,0.007100539398676968
Dominance,LCS-Puro,15,7,0.0023003027257770883,0.0054636431391783475,0.0018335307302022419,0.008166181723839431,0.013645617637527014,0.005151330539917682,0.009806468964438582,0.010199948515939635
Dominance,LCS-Puro,15,10,0.0031751933644472547,0.007018412378710175,0.002107909791891658,0.012547415508310681,0.019621477640554035,0.011187927362597296,0.013357086956468167,0.018383272532400765
Dominance,LCS-Puro,15,0,0.0016237340379920812,0.0011408108185990032,0.0011718243857239052,0.001763141097618699,0.004470413985571085,0.004018393460775859,0.006524019783813863,0.009280584979044791
Dominance,LCS-Puro,20,2,0.0012894514496876702,2.1384029765643232E-4,1.900095593982874E-4,0.004796224595405158,1.0449865171371311E-4,0.0014224359829203177,0.007699806992763263,0.00425552331401485
Dominance,LCS-Puro,20,5,0.0013544405859770567,0.0011337120019367871,6.388209981258192E-4,0.006052852436455116,0.004293440546450904,0.005560032429076633,0.009326293963242884,0.007157498514065282
Dominance,LCS-Puro,20,7,0.0015363643000209663,0.002093825676532648,0.001951296887853987,0.007216164844346221,0.007619340803399484,0.00937523184084883,0.01132104688645643,0.011338033422953076
Dominance,LCS-Puro,20,10,0.0016208797388671137,0.004027663528533914,0.002699996753266866,0.012221933014634943,0.012969288969348954,0.013556371078951664,0.014890496669843649,0.019872819785440414
Dominance,LCS-Puro,20,0,0.001529886827666236,9.398709593945278E-4,0.002125946492874408,0.0030444705379036566,0.006205384480989983,0.0042089842691072545,0.010310768804442337,0.0059789401430067396
Dominance,LCS-Puro,25,2,0.0012894514496876702,1.9365422547164052E-4,3.848587251411975E-4,0.005478934955534874,2.3607759908213414E-4,1.5047064797327263E-4,7.015631449477299E-4,0.004529945755269753
Dominance,LCS-Puro,25,5,0.0013544405859770567,9.324447921736301E-4,7.633995944977936E-4,0.006676984654141082,8.864858599072976E-4,0.003518255664427198,0.0031076617502414105,0.007973137065845327
Dominance,LCS-Puro,25,7,0.0015038640724401127,0.0018689636304781826,0.00387164203664692,0.007805145034487119,0.005779369500118307,0.008028917646091975,0.0040169515104149026,0.011518650296289687
Dominance,LCS-Puro,25,10,0.0015976114594945863,0.004697827047845357,0.005130437952685832,0.014413317763800887,0.011932683035531381,0.013274788796073416,0.005606589044199496,0.021407021113326468
Dominance,LCS-Puro,25,0,0.001555673213671156,0.0033366045225621333,0.003602191178423288,0.008101629035432585,0.007274034032592279,0.006238248209583479,0.003482060754636529,0.008631746897767089
Dominance,LCS-Puro,30,2,0.0012833333333333334,4.225113146336833E-4,5.036137945699144E-4,0.004189321535340403,5.167633679819164E-4,5.309881517784477E-4,4.4366548072842624E-4,0.004128715944304417
Dominance,LCS-Puro,30,5,0.0038473497215287113,0.0020904748794567806,9.722884858421581E-4,0.004786281482602535,0.001610014468535759,0.007005777527624395,0.0028899075742379447,0.006182961894126427
Dominance,LCS-Puro,30,7,0.0039448247256343326,0.006322942727996057,0.0038579940444283278,0.006820432806374131,0.005814081285004535,0.01292452193836394,0.007924445605674338,0.0181047969592018
Dominance,LCS-Puro,30,10,0.010612660903619103,0.008013689874876745,0.006767319267973259,0.010543204402100428,0.010649176032404393,0.015583655360468015,0.010750959885817635,0.026853115865504838
Dominance,LCS-Puro,30,0,0.0015802488652546269,0.002368425307102842,0.0019318502190540992,0.007768118630710916,0.005864663938559559,0.0063976414207866684,0.0073607118859388134,0.004936715709854405
Dominance,LCS-Puro,40,2,0.0012889416066581422,6.802721088435375E-4,3.7635697439970843E-4,0.0013369412683833465,1.712765870080241E-4,8.58622902362463E-4,0.0010689536730264788,0.002033434223066027
Dominance,LCS-Puro,40,5,0.004287434935235972,0.0020683332518095644,0.001252336070432191,0.0025117588830324113,0.0017689400507174794,0.006764087008028219,0.004117368964596665,0.015198488971444529
Dominance,LCS-Puro,40,7,0.005191111595442277,0.002337477280658562,0.0015151893317046276,0.00468398464231412,0.006635042704194957,0.011418450561153422,0.007915674409118214,0.016431433213218143
Dominance,LCS-Puro,40,10,0.005191111595442277,0.00255720173608201,0.009054422629162864,0.008594567443469696,0.013214044592157678,0.015781284654607312,0.013257212277327617,0.024157217512984656
Dominance,LCS-Puro,40,0,0.005063901369269239,0.002200594072350196,0.003911137381882756,0.0018981924256629816,0.00206037478731486,0.004566417725654465,0.002342793924143332,0.007089209566445973
Dominance,LCS-Puro,50,2,0.0015738207694900607,6.802721088435375E-4,3.8282168355244364E-4,0.0016670369707794863,9.554247577780701E-4,0.0020315558236986965,0.0016393564780661555,0.0021549665020393224
Dominance,LCS-Puro,50,5,0.0016071541028233943,0.0035429910744852002,0.003288067788350499,0.002857043081532783,0.0039333958637078024,0.007118703742598298,0.006938716074031444,0.006983353449980356
Dominance,LCS-Puro,50,7,0.004163807605077218,0.00497358959171848,0.0065031665447793565,0.009464787523933711,0.009481715075025179,0.015026430501455601,0.010042488902142715,0.009525285595654949
Dominance,LCS-Puro,50,10,0.004543235834274988,0.005645987816028883,0.008837510389215809,0.01787303664067366,0.014774448024864053,0.016752751003542538,0.016097360490120574,0.01563337598103226
Dominance,LCS-Puro,50,0,0.0017986902882236087,0.002519824762472548,0.0027186602648304383,0.006369787695007335,0.0021527702253547137,0.007821104156228798,0.007669159022359668,0.006917552488681423
Dominance,LCS-Puro,5,2,4.5677746190224503E-4,2.1561922824191128E-4,2.3324878699728627E-4,0.002911101089344485,0.003472327629314193,0.0052483873514301525,0.004887166827498031,0.008219898351499987
Dominance,LCS-Puro,5,5,0.001737666736354368,0.0015622781013807762,0.0013489412519561523,0.010157586415529583,0.008326665588425002,0.016824686542743127,0.014173685707735124,0.013011882144701233
Dominance,LCS-Puro,5,7,0.004825982957752407,0.0020242118959989197,0.0019515864653555084,0.013358126387436515,0.009906926719934542,0.02305387927642771,0.021345061666970363,0.014281001092297579
Dominance,LCS-Puro,5,10,0.007637192426842566,0.0026132344141287754,0.0021472198572392675,0.017496797324647012,0.01572093378732386,0.028883015862212053,0.024188508694235524,0.020547595639540055
Dominance,LCS-Puro,5,0,0.0015212706977521225,9.87966345881679E-4,6.688271871720072E-4,0.0068356001661326205,0.008596063342179699,0.008184386624078017,0.012026962765517764,0.010292716725911064
Dominance,LCS-Puro,60,2,0.0012556082733248088,6.802721088435375E-4,4.7608770143670856E-4,0.0030826230637849344,0.0038668012246367988,0.0021024197606407907,0.002234203530395245,0.0018362180460908906
Dominance,LCS-Puro,60,5,0.001985153727870263,9.128726661690337E-4,0.003173759223627332,0.00754020867671625,0.004622593996258414,0.0025854823849146263,0.005667632307886085,0.007791232710973092
Dominance,LCS-Puro,60,7,0.0020104300333925597,0.0014896935112558279,0.0032833379769128777,0.0077547874095604905,0.005905424853488566,0.004116828084155153,0.007464607064943167,0.01081825664811431
Dominance,LCS-Puro,60,10,0.0023315449660880573,0.0027381500158097805,0.0035298561548656026,0.01860033422438852,0.01567140333074476,0.013744084568808348,0.013142482228010002,0.011773981738913822
Dominance,LCS-Puro,60,0,0.0015705190450311984,0.0010775414810249187,0.0028649197366430396,0.005939913840229301,0.004948160816536308,0.004007569486167703,0.0032944599432721596,0.005572650616177056
Dominance,LCS-Puro,8,2,8.182433104360236E-5,6.410911906906632E-4,2.1120035394370677E-4,0.005354058904261735,0.0023954430712057836,0.004342333356926689,0.005262586382197631,7.411729187797019E-4
Dominance,LCS-Puro,8,5,1.2625882573385886E-4,0.0015404721697713094,7.379366321154861E-4,0.010847407521941773,0.004957801693560863,0.006314916818981023,0.01363709600909252,0.005922505608653093
