recommender,similarity,neighbor_size,rec_size,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,Acumulado
Dominance,JaroSimilarity,50,2,0.00240815627021595,0.0000244702197425733,0.00314578321836402,0.00276843417083475,0.00359446025539371,0.00011309289706351,0.02178348726546,0.0150684276287787,0.0489063119258532
Dominance,JaroSimilarity,50,5,0.00263911516259216,0.000669815134218772,0.0036809179543698,0.0108407425313038,0.0200777605531803,0.0143827370214029,0.0370386048038017,0.0229632640909265,0.112292957251796
Dominance,JaroSimilarity,50,7,0.00739111017941843,0.000669815134218772,0.0200660883262439,0.0243174225213951,0.0241154654509017,0.0245688263878047,0.069200478765201,0.0557797374557277,0.226108944220911
Dominance,JaroSimilarity,50,10,0.00846617371122668,0.00120396090873082,0.020661641917602,0.0380965518563204,0.0254508600977214,0.0300287989292973,0.0820746902896685,0.0615352854908635,0.267517963201431
Dominance,JaroSimilarity,50,0,0.00259096701912036,0.00144904527697413,0.00565835499709559,0.0221512080616811,0.00959223475709972,0.0156130543300708,0.0328948586704681,0.0257074086423542,0.115657131754864
Dominance,JaroSimilarity,5,2,0.00122246044605786,0.000986875771439734,0.00204952370471621,0.00641261063033924,0.0126104540555276,0.0154294635262735,0.0110182034573658,0.0428579769589695,0.0925875685506895
Dominance,JaroSimilarity,5,5,0.00371856469660353,0.00641934199724938,0.00392176687413987,0.0138409517946341,0.0320305104947215,0.0280809752875185,0.0360178258979584,0.0811485642071863,0.205178501250012
Dominance,JaroSimilarity,5,7,0.0106095747525828,0.00743808690352485,0.00526465352472006,0.0258748436107638,0.0374695855075787,0.03532741776781,0.0581519262192083,0.0917620517684466,0.271898140054635
Dominance,JaroSimilarity,5,10,0.0133469552925993,0.0137919101447985,0.00675757954416264,0.0305048352413028,0.0427485235718061,0.0568174124089533,0.0939750394780055,0.175090893419699,0.433033149101327
Dominance,JaroSimilarity,5,0,0.00466969880727514,0.00252855876709634,0.00551746200542457,0.0126082711563142,0.0190952639965369,0.0304962211462441,0.0190594903018553,0.0658750699486956,0.159850036129442
Dominance,JaroSimilarity,60,2,0.00688833460864414,0.000123520247359257,0.0000293019503465132,0.00467473443330625,0.00465614181291886,0.00793650025766211,0.0101436260602777,0.0212275582242355,0.0556797175947503
Dominance,JaroSimilarity,60,5,0.00824266531730556,0.000584976557177427,0.000701844132183144,0.0141580104563101,0.0166896666730334,0.0126019397076981,0.0300167913659811,0.028965703761203,0.111961597970892
Dominance,JaroSimilarity,60,7,0.00895147324741477,0.00128531047849944,0.000783579371343449,0.0226847337112127,0.0259119631906388,0.0273066288543783,0.0539028495587033,0.0308937033680859,0.171720241780277
Dominance,JaroSimilarity,60,10,0.00961435203529356,0.00179498603326891,0.00193253590007582,0.0289675903181098,0.0347003957023132,0.0409622059788518,0.108151251646808,0.0372790434207147,0.263402361035436
Dominance,JaroSimilarity,60,0,0.00806104335522306,0.00165192996748724,0.00235319851051564,0.012429896296074,0.0134183697738589,0.0202120345700942,0.0427127165636857,0.0298223334128046,0.130661522449743
Dominance,JaroSimilarity,8,2,0.00212813071225669,0.000337541922363351,0.00633569865695755,0.00938705837819522,0.0060450036892186,0.0251306136764826,0.0183628164311756,0.0381123046090804,0.10583916807573
Dominance,JaroSimilarity,8,5,0.00279940159454257,0.00218983397554826,0.0142174722940002,0.0134637310005257,0.03423245011226,0.0316652964722299,0.0570726159443338,0.104018157763779,0.259658959157219
Dominance,JaroSimilarity,8,7,0.00533243159734289,0.0106858809366013,0.0188023424881815,0.0164058006241703,0.0480942254816762,0.054412175460804,0.081610000151517,0.119619842707657,0.35496269944795
Dominance,JaroSimilarity,8,10,0.00732350048697283,0.0124091154617903,0.0262512100139318,0.0267030932350054,0.0616147184702497,0.0772488475671842,0.0921250726919426,0.179583620570991,0.483259178498068
Dominance,JaroSimilarity,8,0,0.00351287293717283,0.00565389549369953,0.014112037098788,0.0139780371524769,0.0134575278071046,0.0492703126556373,0.0408191098677212,0.0658256890455485,0.206629482058149
Dominance,LCS-Ponderado,10,2,0.000281881841337333,0.000218095891442276,0.000826790052903763,0.0034136829343464,0.00908763225686422,0.014863830631672,0.0130618136155142,0.0181818056731187,0.0599355328971989
Dominance,LCS-Ponderado,10,5,0.00160466448301761,0.00974416264415911,0.0110010839734834,0.0143777393776542,0.0206051917716721,0.0421207121832797,0.0505141904505495,0.0534049784667559,0.203372723350571
Dominance,LCS-Ponderado,10,7,0.00195473184856714,0.0117849789706897,0.0113076794439288,0.0159830155377373,0.0255120406255296,0.0521713525796861,0.0679832981783701,0.0671787866383447,0.253875883822853
Dominance,LCS-Ponderado,10,10,0.00267809621789419,0.0170417597939188,0.0133944589170463,0.0176810833474591,0.0348386260523785,0.0755334325735464,0.0790281230408137,0.0935374165344797,0.333732996477537
Dominance,LCS-Ponderado,10,0,0.000300973844064077,0.00712154519865603,0.00339907473685863,0.00643722133680176,0.018452615677165,0.0471450393517843,0.0263554488194646,0.0284730324049115,0.137684951369706
Dominance,LCS-Ponderado,15,2,0.0000546091140646059,0.000294933052639043,0.00255516884615814,0.00155543067286834,0.00852495900597012,0.00209690815983868,0.00278684284479781,0.0203147570352277,0.0381836087315644
Dominance,LCS-Ponderado,15,5,0.00162602483174872,0.00491848901811974,0.00828113643570512,0.008597237275526,0.0132316558169563,0.0148862010220547,0.0463788424769511,0.0831202067465679,0.18103979362363
Dominance,LCS-Ponderado,15,7,0.00189530010246086,0.00995114214604852,0.00904564784154311,0.00982766902874026,0.0181443374421789,0.0159381496034362,0.0562904600987931,0.0867172136942827,0.207809919957484
Dominance,LCS-Ponderado,15,10,0.00224699122014896,0.0177430915224482,0.0102813017594361,0.0113060081474486,0.0210945673322803,0.0363535229995748,0.0860274392541186,0.104259022197647,0.289311944433103
Dominance,LCS-Ponderado,15,0,0.000960727864702782,0.0065836461180234,0.00698085164469962,0.00432034002790487,0.0136978827566644,0.024965650841802,0.0302249675692546,0.0272561946008386,0.11499026142389
Dominance,LCS-Ponderado,20,2,0.00139381518007709,0.000294933052639043,0.00148579934609829,0.00069936028982191,0.00988072018962093,0.00288191550443301,0.0151141412258993,0.00863564170681486,0.0403863264954044
Dominance,LCS-Ponderado,20,5,0.00146822379518014,0.00480510032615917,0.00627356082854463,0.0057847737374698,0.0222620515066103,0.0442305725214594,0.0468742318845615,0.0318350601356193,0.163533574735604
Dominance,LCS-Ponderado,20,7,0.00157052311585213,0.0139276641516595,0.0226347269544146,0.00788167884058739,0.0255071876436127,0.0574645484223538,0.0535113435737722,0.040981877682542,0.223479550384794
Dominance,LCS-Ponderado,20,10,0.0021250051193242,0.0153779060547626,0.0250063695503997,0.0120325755734106,0.0287229495905603,0.0667965471810827,0.0731501979757516,0.0622486716769721,0.285460222722264
Dominance,LCS-Ponderado,20,0,0.0018460908647894,0.00388915905441185,0.00415363340172225,0.00867350953995314,0.0188074177962249,0.0205834573683961,0.0372250165521381,0.024308021477052,0.119486306054688
Dominance,LCS-Ponderado,25,2,0.00136722310934909,0.000324749976725154,0.00148237397483622,0.000477855925797814,0.00782293298470973,0.00189546448013413,0.00846118781766691,0.0133246812377805,0.0351564695069995
Dominance,LCS-Ponderado,25,5,0.00234775200844926,0.00480012464617321,0.00176550737568099,0.0143408956174546,0.0246687218120663,0.0342481562515605,0.0363471940145426,0.0653143459408023,0.18383269766673
Dominance,LCS-Ponderado,25,7,0.00254751930225869,0.00767152199272219,0.0148969871485975,0.0164481780980846,0.0456944530039768,0.0554687212868725,0.0436334982573494,0.0896871231509839,0.276048002240846
Dominance,LCS-Ponderado,25,10,0.00303172964097091,0.00978765442887829,0.0187838576587936,0.0318492628910009,0.0476050881745549,0.0613206019485298,0.0760205432025604,0.107305531770907,0.355704269716196
Dominance,LCS-Ponderado,25,0,0.00168615004970165,0.0019185169874532,0.0131180513653843,0.0119376237454066,0.0233412060717634,0.0127421215083172,0.035248665316809,0.035036910144657,0.135029245189492
Dominance,LCS-Ponderado,30,2,0.00172436596649195,0.000277289131922116,0.00067396991972783,0.00323585061927638,0.00913110337105422,0.000712499180449586,0.00168084474432353,0.0136774797126047,0.0311134026458503
Dominance,LCS-Ponderado,30,5,0.00962969084452348,0.00484861810015858,0.00257510712706981,0.0132299111803717,0.0323344978206323,0.0294131628257645,0.0401335876023003,0.0440504472785919,0.176215022779413
Dominance,LCS-Ponderado,30,7,0.0099387338715388,0.0173220847680368,0.0143411233648431,0.0151103341392052,0.0507245450197393,0.07508725619324,0.0750567156994183,0.128384806796535,0.385965599852556
Dominance,LCS-Ponderado,30,10,0.0154190188424734,0.0187869767171483,0.0181615321519662,0.0185824950624085,0.0586270459826703,0.0835093071292338,0.134535491775495,0.147037289123644,0.494659156785039
Dominance,LCS-Ponderado,30,0,0.00493164882403533,0.00154420409338732,0.0140708430696269,0.0087306210120614,0.0382672003419932,0.0329205289418715,0.0659864450039121,0.0458840493276434,0.212335540614531
Dominance,LCS-Ponderado,40,2,0.00171212973378328,0.000155219465492693,0.00224596490353977,0.00682836405323322,0.0106354063059414,0.00274194898867722,0.00675175050054115,0.0104591050514373,0.041529889002646
Dominance,LCS-Ponderado,40,5,0.00429687549649514,0.00313860972843173,0.00354327933702736,0.00781537120054455,0.0456786160256878,0.0164360692446577,0.0248205234600898,0.0314957745307331,0.137225119023667
Dominance,LCS-Ponderado,40,7,0.00437076955631732,0.00455751831549287,0.00888965771642784,0.0104921990941657,0.0659868404335647,0.0457539551009304,0.0396677877266293,0.0486668999733962,0.228385627916924
Dominance,LCS-Ponderado,40,10,0.00548188152270474,0.00598796801972967,0.0111854577869731,0.0177658617748605,0.080356511807072,0.0477539585422935,0.0850863565602272,0.0766002609273012,0.330218256941162
Dominance,LCS-Ponderado,40,0,0.00207631592987635,0.00418395943166018,0.00362577591712855,0.00318277364666792,0.0228072354541475,0.0109610445567016,0.0467617629687902,0.0259382767261112,0.119537144631084
Dominance,LCS-Ponderado,50,2,0.00726931860790128,0.000155219465492693,0.00132233171003357,0.00205669266729174,0.00845880807471002,0.00511047480094773,0.00412836796091418,0.0199341478145877,0.0484353611018789
Dominance,LCS-Ponderado,50,5,0.00732392772196589,0.00310388750620951,0.00783784045293895,0.00473392468313166,0.0242648874955236,0.0322201100404167,0.0155742371706186,0.0384080151928454,0.13346683026365
Dominance,LCS-Ponderado,50,7,0.0106572610552992,0.00519414019763414,0.0141819913176242,0.0152135600643066,0.0350260606613491,0.0500867202895213,0.0194674516841918,0.0572094795764267,0.207036664846353
Dominance,LCS-Ponderado,50,10,0.0138202493496456,0.00966053097154762,0.0188245183391532,0.0253284250876113,0.0437954019450825,0.0597590886277928,0.0552724644687681,0.0848534408011051,0.311314119590706
Dominance,LCS-Ponderado,50,0,0.00273761055668774,0.00370122367617639,0.0072839450565602,0.00513177121972077,0.0135377371582979,0.0136592993665548,0.0131366465405777,0.0351418027952946,0.0943300363698701
Dominance,LCS-Ponderado,5,2,0.00826219254113622,0.0033655260167259,0.000699792164758181,0.0241331520420181,0.010088241931894,0.0162043589982501,0.039831283800124,0.0125145527318869,0.115099100226793
Dominance,LCS-Ponderado,5,5,0.0146137693680277,0.0100445400470188,0.00683224754436886,0.0488791555681627,0.0265523199976118,0.0335485449372724,0.0968336784460396,0.0352118579555359,0.272516113864038
Dominance,LCS-Ponderado,5,7,0.0228770172401424,0.0101865855015642,0.0113668245770976,0.064829207651871,0.0331802388733941,0.0394351221662457,0.132849797922778,0.107168134984794,0.421892928917887
Dominance,LCS-Ponderado,5,10,0.0248975099513813,0.0132069003347837,0.0149719744991122,0.0714306987130282,0.0360069863307034,0.074301912848289,0.146108182637486,0.146832785505259,0.527756950820043
Dominance,LCS-Ponderado,5,0,0.0218468995024265,0.00537250424684181,0.00695165590934871,0.0325784961918577,0.0174547102337193,0.0393465043463364,0.0804388002475724,0.0523766287511921,0.256366199429295
Dominance,LCS-Ponderado,60,2,0.00147727272727273,0.000107758620689655,0.00127422434159417,0.00467504205983469,0.00740285219021009,0.00722038308839857,0.00689934442872467,0.0198741761184443,0.0489310535751689
Dominance,LCS-Ponderado,60,5,0.00161561020508831,0.00317243398326094,0.00735401536190615,0.013818240720674,0.0280850023563306,0.0165843703202057,0.01813223543479,0.0361576932680608,0.124919601650316
Dominance,LCS-Ponderado,60,7,0.00240383284514151,0.004162192881538,0.00741529255185388,0.0164003689224765,0.0443773737358592,0.0358284823337648,0.0244804615150911,0.0508193017669441,0.185887306552669
Dominance,LCS-Ponderado,60,10,0.00241606907785018,0.00655674778679096,0.0117148126450356,0.0377802054997899,0.0475100497095286,0.0540406364588752,0.0636955793257204,0.0598246674066967,0.283538767910287
Dominance,LCS-Ponderado,60,0,0.00018349784626204,0.00356319761168642,0.00724535018464233,0.00745206915537364,0.0277593686672386,0.0162885499802249,0.0393404458601809,0.0436412895866668,0.145473768892276
Dominance,LCS-Ponderado,8,2,0.0053039529460856,0.00678898983900048,0.000225446476419407,0.0144293092496675,0.0135444933156735,0.0290177013983599,0.0494410168569753,0.0195663025665916,0.138317212648773
Dominance,LCS-Ponderado,8,5,0.00702666672929137,0.014296905220586,0.00666013568250161,0.0258164731455532,0.0204969811244368,0.060299837136721,0.0685156345943085,0.061474316071794,0.264586949705192
Dominance,LCS-Ponderado,8,7,0.00750556951516287,0.014457534730564,0.0081385764580427,0.0277850820284822,0.0240709910178024,0.0645650050717619,0.0878882091805902,0.0758744417215276,0.310285409723934
Dominance,LCS-Ponderado,8,10,0.00904163428946732,0.0181193740950324,0.0133611635169873,0.0331990798151985,0.0337158913891196,0.0808406763763899,0.114240322386195,0.0960769125698467,0.398595054438237
Dominance,LCS-Ponderado,8,0,0.00823655597312672,0.00868214630510369,0.00371047395367479,0.0106215409914462,0.0216060181306306,0.0456634494096801,0.0545867501080989,0.026484713752186,0.179591648623947
Dominance,LCS-Puro,10,2,0.000045569566042007,0.00013971358714635,0.000311249694974817,0.00537966204345597,0.00307823450769925,0.0123745964565584,0.00626780268157469,0.00690048205611475,0.0344973105935662
Dominance,LCS-Puro,10,5,0.000997908537403112,0.0021644727795016,0.00235748686263576,0.0101693239492465,0.0318501396553056,0.025457675686246,0.0207703545030432,0.0274412555946213,0.121208617568003
Dominance,LCS-Puro,10,7,0.00122459717799507,0.00523293687210969,0.00304300743687947,0.012432714431578,0.0385223201021963,0.035051096580722,0.0322245927234149,0.0358042833836977,0.163535548708593
Dominance,LCS-Puro,10,10,0.0013650768460338,0.00530359095611171,0.00370392159986576,0.0156220658503263,0.0506358964096438,0.0553904217805713,0.0454830240613049,0.0694825506651335,0.246986548168991
Dominance,LCS-Puro,10,0,0.00083611391864474,0.00208344098446991,0.00181237829649835,0.00829235522425115,0.0352622615927341,0.0205083694257556,0.0279957920545864,0.0156808151128316,0.112471526609772
Dominance,LCS-Puro,15,2,0.00129556956604201,0.00123470454944297,0.00147425140353303,0.00968679343115725,0.00257557578145954,0.0068989089914878,0.0012301157363086,0.00737498527849059,0.0317709047379218
Dominance,LCS-Puro,15,5,0.0022548246689341,0.00283285700583973,0.00319043966287178,0.0144923978331899,0.0146652817676131,0.0114982914985225,0.0146431103782349,0.0227896111837796,0.0863668139989856
Dominance,LCS-Puro,15,7,0.00239919302217565,0.0100821517281741,0.00386920207592316,0.0159593398845922,0.0274047453036131,0.0171038665956781,0.0233216024551362,0.0316930932060934,0.131833194271386
Dominance,LCS-Puro,15,10,0.00414897429951598,0.012898965559239,0.00461257937379927,0.0235716764962482,0.0420551935517931,0.0306803822000522,0.032043134211504,0.0569488331393589,0.206959738831511
Dominance,LCS-Puro,15,0,0.0017657526163026,0.00240447549970734,0.00324621147942257,0.00316637587053785,0.00807614537585957,0.0121888481859017,0.0179871874446084,0.0296848738206509,0.0785198702929909
Dominance,LCS-Puro,20,2,0.00129556956604201,0.000414708872136692,0.000466914634062051,0.00630974832159662,0.000319190140892991,0.00243577523079139,0.0202009786255896,0.00770099648969022,0.0391438818808016
Dominance,LCS-Puro,20,5,0.00138317495726485,0.00191844113353931,0.00172471780560212,0.00956464139553651,0.00590581219526888,0.0144960483243329,0.0220867226825176,0.0189384494209786,0.0760180079150408
Dominance,LCS-Puro,20,7,0.00174702238535267,0.00437656701170099,0.00455236152700747,0.0111302619556744,0.0144836202468118,0.0306376339278678,0.0282543720011489,0.0267691982576851,0.121951037313249
Dominance,LCS-Puro,20,10,0.00191605326304496,0.00634995556770479,0.00656435059089379,0.0193109465087937,0.0296271357014682,0.0380129642639912,0.0367430347559675,0.0548313834194063,0.19335582407127
Dominance,LCS-Puro,20,0,0.00176740077397654,0.00236761565537278,0.00455651917682641,0.00463758020045873,0.0122837328195249,0.0120831734872647,0.0298287187567695,0.0186334855776748,0.0861582264478684
Dominance,LCS-Puro,25,2,0.00129556956604201,0.000344500231765199,0.000820834825017719,0.00701379338048039,0.000713926982998254,0.000765879135796593,0.00159164946375307,0.00960240309457375,0.022148556680427
Dominance,LCS-Puro,25,5,0.00138317495726485,0.00157893723251612,0.0019041759056725,0.0104335223749598,0.0026822797410029,0.010677728615381,0.00945698534149234,0.023381032994597,0.0614978371628865
Dominance,LCS-Puro,25,7,0.00160341716477706,0.00414810913204516,0.0105977312299665,0.0118898066733201,0.0193335723634608,0.0320499803293665,0.0109703637466465,0.0433108454938008,0.133903826133383
Dominance,LCS-Puro,25,10,0.001790911938886,0.00718667418902491,0.012538256243064,0.0273494963413483,0.0327896358777665,0.0427665467582371,0.0160036844448495,0.077385488918617,0.217810694711793
Dominance,LCS-Puro,25,0,0.00170089444994118,0.00547847179614553,0.0102302383450243,0.0136791376937565,0.0254592492112181,0.0260680639013384,0.0144705846154736,0.0264812767427807,0.123567916755678
Dominance,LCS-Puro,30,2,0.00128333333333333,0.000845022629267367,0.00113963082483162,0.00435778398204748,0.00125092282196169,0.00152691414340694,0.0010205239150349,0.00947170403444386,0.0208958356843272
Dominance,LCS-Puro,30,5,0.00391136610972409,0.00261844975891356,0.002591946652686,0.00596104344792898,0.00454381334301262,0.0208331540460332,0.00827317046063506,0.0162941049782342,0.0650270487971677
Dominance,LCS-Puro,30,7,0.0040639432365794,0.0150754686891468,0.0109896876099556,0.0101492145529075,0.0195345445003175,0.0478970860057458,0.0386244375982611,0.0944694381191627,0.240803820312076
Dominance,LCS-Puro,30,10,0.016107242711193,0.0171676376660207,0.014074353921283,0.0154540247386002,0.0311043969659236,0.0545520862329312,0.0464896305530111,0.115770689090864,0.310720061879827
Dominance,LCS-Puro,30,0,0.00168787868289021,0.00342655006195919,0.00368165423666613,0.0100232112358587,0.0176212598827118,0.031044657366827,0.03811838756174,0.0137102557689411,0.119313854797594
Dominance,LCS-Puro,40,2,0.00129454987998295,0.00204081632653061,0.000757860364321006,0.00370506611977236,0.000319298149377515,0.00289379700074511,0.00493120343543843,0.00466477422377068,0.0206073654999387
Dominance,LCS-Puro,40,5,0.0047320127276148,0.00360481740034145,0.00220179988411417,0.00673112576167883,0.00553359574016654,0.0241298431616691,0.0118016922228572,0.0539842317806143,0.112719118679056
Dominance,LCS-Puro,40,7,0.00570603271469408,0.00390012574106905,0.00302329079052337,0.0104793968418168,0.0193232048647766,0.0399541713724181,0.02391384636069,0.0581316862788559,0.164431754964844
Dominance,LCS-Puro,40,10,0.00570603271469408,0.00418639401028993,0.0125389673266158,0.0172253030314214,0.0406847165189455,0.0520367045946439,0.0473429675578569,0.0799570578093026,0.25967814356377
Dominance,LCS-Puro,40,0,0.00541538037829003,0.00404866523013227,0.0059865328633337,0.00670236489087744,0.00756436460090874,0.014416568073557,0.0105601677590085,0.0302460660007286,0.0849401097968363
Dominance,LCS-Puro,50,2,0.00176690560824419,0.00204081632653061,0.000777254491779212,0.00288851216540403,0.00188759449091761,0.00714026465297949,0.00478021445763381,0.00478630650274398,0.0260678686962329
Dominance,LCS-Puro,50,5,0.00180023894157752,0.00842526786325611,0.00960680549930222,0.00545608005812186,0.0127036565482637,0.0247330477698474,0.0182316951282212,0.0299257047888545,0.110882496597445
Dominance,LCS-Puro,50,7,0.00441354594608517,0.0121641898728855,0.0192354194166788,0.0190427556109914,0.0276420871378395,0.049101106844549,0.03447230156102,0.0393433900897638,0.205414796479813
Dominance,LCS-Puro,50,10,0.00494512967720799,0.0129369826375876,0.0218755679649665,0.0353604785787812,0.0410727037020814,0.0530968405219471,0.056130203387193,0.0627517332782473,0.288169639748012
Dominance,LCS-Puro,50,0,0.00224997797904462,0.00639144138614379,0.00865528362329502,0.0130190949640233,0.00811279538795169,0.0289187256488553,0.0331165156206585,0.0349816460751881,0.13544548068516
Dominance,LCS-Puro,5,2,0.000837848709115224,0.000376034852090374,0.00030118402365219,0.00755259254722587,0.00723329527493519,0.00778359846225697,0.0119291712017909,0.0168505805293067,0.0528643056003734
Dominance,LCS-Puro,5,5,0.00339962725801947,0.00346776917030776,0.00280310939431665,0.0208243793804342,0.0201937122006788,0.0298954538781399,0.043098452053483,0.031480007930195,0.155162511265575
Dominance,LCS-Puro,5,7,0.00923741246048526,0.00409891211154531,0.00434294851976941,0.0330662103340209,0.0254559733854815,0.0376958626348726,0.0675280518441904,0.0387135189551,0.220138890245465
Dominance,LCS-Puro,5,10,0.0123174585173096,0.00488449757284451,0.00485295695787954,0.0412738178844558,0.0336555213089606,0.060025612356054,0.0744236413628183,0.0706640773492124,0.302097583309535
Dominance,LCS-Puro,5,0,0.00288099558181749,0.00178672057335931,0.00145423620260283,0.0158435900098715,0.0220273750475671,0.0164693776753848,0.0336934419615579,0.0321065899928106,0.126262327044972
Dominance,LCS-Puro,60,2,0.00126121654664962,0.00204081632653061,0.000857591091358006,0.00579118442291499,0.00780756694631502,0.00856782880442037,0.00841972035420994,0.00456932641329697,0.0393152509056955
