Participante,RAW ou Ondas,Filtro,Original ou Estatístico,Num Linhas,Passo,Método ML,qtde_treino_1,qtde_treino_2,qtde_treino_4,qtde_treino_6,qtde_treino_8,qtde_treino_10,qtde_treino_12,qtde_treino_14
P2,RAWSEMAUX,FFT10,org,125,62,CART,0.339792020602968,0.315524277567894,0.312040486150459,0.335993509864057,0.328169666904681,0.308129022926159,0.364358878496016,0.301804180418042
P2,RAWSEMAUX,FFT10,org,125,62,CNNARTIGO,0.171886945970022,0.165289256198347,0.166862514688602,0.164588528678304,0.166666666666667,0.0988235294117647,0.166862514688602,0.0148809523809524
P2,RAWSEMAUX,FFT10,org,125,62,CNNMINDBRUSH,0.256400829325208,0.26802227063665,0.326903990406512,0.329734176189318,0.329214002885313,0.0,0.324842590570067,0.0
P2,RAWSEMAUX,FFT10,org,125,62,CNNOUTRA,0.317138888302386,0.0,0.0203784570596798,0.103395061728395,0.0,0.0,0.00617283950617284,0.0
P2,RAWSEMAUX,FFT10,org,125,62,KNC-3,0.312725386450877,0.252648478318786,0.233344939822406,0.324807924602506,0.25029241611881,0.315585329664983,0.315444445161718,0.258636872985077
P2,RAWSEMAUX,FFT10,org,125,62,LDA,0.342305159715442,0.314693177705301,0.312314412562398,0.355142882753599,0.323233744863571,0.330898246616372,0.33519417851721,0.330161364482188
P2,RAWSEMAUX,FFT10,org,125,62,LR,0.285019695151647,0.24410398331247,0.251614325686149,0.312410119599259,0.342936931032511,0.289990904505749,0.375882977643467,0.356963424591073
P2,RAWSEMAUX,FFT10,org,125,62,LSTM,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
P2,RAWSEMAUX,FFT10,org,125,62,MLP,0.166666666666667,0.201938908760575,0.156487025948104,0.220806885889934,0.165490196078431,0.188437760433996,0.170784891566005,0.29784122461401
P2,RAWSEMAUX,FFT10,org,125,62,SVC,0.290702870630159,0.263734258503578,0.256389896349386,0.350683696723189,0.342768840715178,0.298434861849496,0.356925512897007,0.345930437236436
