Participante,RAW ou Ondas,Filtro,Original ou Estatístico,Num Linhas,Passo,Método ML,qtde_treino_1,qtde_treino_2,qtde_treino_4,qtde_treino_6,qtde_treino_8,qtde_treino_10,qtde_treino_12,qtde_treino_14
P6,RAWSEMAUX,FFT10,org,125,62,CART,0.331999436794474,0.278167368884203,0.331617436478743,0.271159416618108,0.331840404812747,0.333649176850283,0.36276519817858,0.36051302409247
P6,RAWSEMAUX,FFT10,org,125,62,CNNARTIGO,0.166666666666667,0.167418546365915,0.0,0.0667383090687341,0.0381593714927048,0.0,0.146341463414634,0.0728476821192053
P6,RAWSEMAUX,FFT10,org,125,62,CNNMINDBRUSH,0.341868161049391,0.228683517640864,0.32798872376606,0.332155860071741,0.355359095399329,0.331001304636325,0.0,0.0
P6,RAWSEMAUX,FFT10,org,125,62,CNNOUTRA,0.300259687870307,0.0,0.3251747247204,0.274850566306224,0.0,0.303862860642225,0.0895570349351862,0.252113621077198
P6,RAWSEMAUX,FFT10,org,125,62,KNC-3,0.307294674345811,0.213461648998629,0.272047482510068,0.278113369596335,0.347095936946431,0.305740064809126,0.273821963477136,0.35506084853837
P6,RAWSEMAUX,FFT10,org,125,62,LDA,0.351538144275144,0.253621898705773,0.301306054172296,0.310265429371041,0.367275390689969,0.328224478417033,0.347776180994586,0.349638898518685
P6,RAWSEMAUX,FFT10,org,125,62,LR,0.263727366801246,0.200492017118669,0.272964260178649,0.268264169633509,0.358439206121325,0.360408414647837,0.368259395797462,0.349124494688144
P6,RAWSEMAUX,FFT10,org,125,62,LSTM,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
P6,RAWSEMAUX,FFT10,org,125,62,MLP,0.166666666666667,0.162079510703364,0.227099854233096,0.238244029929801,0.238350894469063,0.299342618133401,0.287692661605705,0.305219925808161
P6,RAWSEMAUX,FFT10,org,125,62,SVC,0.306829836974151,0.244555770142703,0.266505966055881,0.330827320827321,0.350239721080615,0.353397629416265,0.360420431718287,0.348977049404272
P6,RAWSEMAUX,FFT10,org,125,62,SVM,0.313045515926744,0.187055102975851,0.208594731916031,0.163908589440504,0.160126833135157,0.163863734368262,0.246580576740124,0.17051624388073
