recommender,similarity,neighbor_size,rec_size,Temporal-5-1-2,Temporal-5-2-3,Temporal-5-3-4,Temporal-5-4-5,accum
Dominance,JaroSimilarity,10,2,0.005086062500294443,1.1542915394122383E-4,4.631839478154225E-4,3.4017886421729756E-4,0.006004854466268386
Dominance,JaroSimilarity,10,5,0.0063798424323583255,5.449511657118013E-4,0.0011683135934306352,9.162969598074866E-4,0.00900940415130825
Dominance,JaroSimilarity,10,7,0.0063798424323583255,0.001149037063025963,0.0020429877386623527,0.0011390689238674795,0.01071093615791412
Dominance,JaroSimilarity,10,10,0.0069223294547373975,0.001575533023185533,0.0021449275839175237,0.0013120629203463446,0.011954852982186799
Dominance,JaroSimilarity,10,0,0.0076671763527206725,0.002595964333090429,0.003245522526119003,0.0018896716996272378,0.015398334911557341
Dominance,JaroSimilarity,15,2,0.005170778809193113,2.3858602625356643E-4,0.0011602617815988396,3.4017886421729756E-4,0.006909805481262816
Dominance,JaroSimilarity,15,5,0.0057740996325138525,0.001329642405912364,0.0019118624973574593,9.162969598074866E-4,0.009931901495591162
Dominance,JaroSimilarity,15,7,0.006288051750012392,0.001638105607052208,0.0023515180471404915,0.0011376856938875675,0.011415361098092658
Dominance,JaroSimilarity,15,10,0.006807336469148241,0.0021412565433583434,0.0025712990597826653,0.001309129139623899,0.012829021211913148
Dominance,JaroSimilarity,15,0,0.00702460684687715,0.0031110432207875497,0.0035734407349212022,0.002024175362099824,0.015733266164685726
Dominance,JaroSimilarity,20,2,0.005086062500294443,2.3858602625356643E-4,0.0042201511947664565,3.723412050753528E-4,0.009917140926389819
Dominance,JaroSimilarity,20,5,0.005725868651944344,0.0013055894041086762,0.004627792508863048,8.528224368523885E-4,0.012512073001768457
Dominance,JaroSimilarity,20,7,0.005746082094698533,0.0016241754943487452,0.00506136289375651,9.782095183179578E-4,0.013409830001121746
Dominance,JaroSimilarity,20,10,0.006308450423468951,0.0021995971124819393,0.005184069465320447,0.0013635745487256014,0.015055691549996938
Dominance,JaroSimilarity,20,0,0.006876749290886301,0.002960010766445801,0.00574061208293617,0.001619572610551299,0.017196944750819572
Dominance,JaroSimilarity,25,2,0.00486793484032547,3.47260123377324E-4,0.0025515784686071345,3.176033263941624E-4,0.008084376758704092
Dominance,JaroSimilarity,25,5,0.005504028405562209,0.001407157631508318,0.0032071538685689506,5.2877539981837E-4,0.010647115305457847
Dominance,JaroSimilarity,25,7,0.005524241848316397,0.0016920679007173336,0.004048299458044527,6.992855960542514E-4,0.01196389480313251
Dominance,JaroSimilarity,25,10,0.006147457548647471,0.0022722182203776245,0.004310185632868856,9.69528208874057E-4,0.013699389610768008
Dominance,JaroSimilarity,25,0,0.0071995667956197265,0.0029144767958306657,0.00435544892312631,0.0013278445785862016,0.015797337093162903
Dominance,JaroSimilarity,30,2,0.0046044756531873655,0.0017514326487437111,0.0025477919526852313,2.888902029223033E-4,0.009192590457538612
Dominance,JaroSimilarity,30,5,0.004985707454025552,0.002586166408271913,0.003207893729298876,6.845502430519998E-4,0.01146431783464834
Dominance,JaroSimilarity,30,7,0.005036097454874709,0.00316063737486685,0.004049125930985965,9.946689369162334E-4,0.013240529697643756
Dominance,JaroSimilarity,30,10,0.005595268520780654,0.0035954411597333385,0.004311012105810293,0.0011610202426527519,0.014662742028977037
Dominance,JaroSimilarity,30,0,0.006339540533982716,0.004245413321921387,0.004486747124025866,0.001364548087308751,0.016436249067238718
Dominance,JaroSimilarity,40,2,0.0014640852330066972,0.0022734431831370706,0.0025841061503479776,4.449115490636155E-4,0.006766546115555361
Dominance,JaroSimilarity,40,5,0.001741685821825762,0.002699008554342541,0.0030315840088493426,6.811061904939236E-4,0.00815338457551157
Dominance,JaroSimilarity,40,7,0.001882177530926448,0.0032019363412020044,0.003850715813033732,7.612342769093901E-4,0.009696063962071575
Dominance,JaroSimilarity,40,10,0.002579274689383484,0.0037452346757272264,0.004372349377443759,8.437479920267324E-4,0.011540606734581202
Dominance,JaroSimilarity,40,0,0.0029192909378157545,0.004850705820170446,0.004725602579229681,0.0011492368280417331,0.013644836165257615
Dominance,JaroSimilarity,50,2,0.0033974996378854485,0.0022430916741357615,0.0025841061503479776,3.273736054995959E-4,0.008552071067868783
Dominance,JaroSimilarity,50,5,0.003866453119390321,0.0026686570453412317,0.0030349950880873187,5.448317073700437E-4,0.010114936960188916
Dominance,JaroSimilarity,50,7,0.0041711854064573955,0.0031715848322006954,0.004147296439497571,6.548457391259519E-4,0.012144912417281615
Dominance,JaroSimilarity,50,10,0.004782966309887367,0.0036880906267729593,0.004560086080821492,7.63143839873667E-4,0.013794286857355486
Dominance,JaroSimilarity,50,0,0.0054015257966163795,0.005515346936807691,0.005018034078990024,9.978085437459551E-4,0.016932715356160047
Dominance,JaroSimilarity,5,2,0.0,0.00161550536601973,0.0017063773082194264,3.746156828091044E-4,0.003696498357048261
Dominance,JaroSimilarity,5,5,8.733114296381911E-4,0.0036251922371758898,0.0028446018034086907,4.481640831172523E-4,0.007791269553340024
Dominance,JaroSimilarity,5,7,0.0014906960278166976,0.00421968823510406,0.0029727537459322616,7.22780066124818E-4,0.009405918074977837
Dominance,JaroSimilarity,5,10,0.0019768327069438142,0.0051590312996348964,0.0031865140771980076,8.291352040282636E-4,0.011151513287804981
Dominance,JaroSimilarity,5,0,0.0024008103106568936,0.006935851527556906,0.0042913757342771955,0.0014739087874801966,0.015101946359971192
Dominance,JaroSimilarity,60,2,0.002621339558621756,0.0022053496658974614,9.300184668093722E-4,3.385519333668306E-4,0.00609525962469542
Dominance,JaroSimilarity,60,5,0.003083929096874609,0.002590244862691654,0.0014066637967837191,5.989014159326863E-4,0.007679739172282669
Dominance,JaroSimilarity,60,7,0.0036946919476811948,0.0031621717760854135,0.0017261245135512888,8.989892435157188E-4,0.009481977480833617
Dominance,JaroSimilarity,60,10,0.0042794893890887665,0.0037894155202169485,0.0021988911951964685,0.0010527827906354557,0.011320578895137639
Dominance,JaroSimilarity,60,0,0.005335895855746722,0.004736779587871261,0.002849410917963616,0.0013516277439867275,0.014273714105568325
Dominance,JaroSimilarity,8,2,0.005086062500294443,1.060390358280079E-4,4.462398376732932E-4,3.4017886421729756E-4,0.005978520238013041
Dominance,JaroSimilarity,8,5,0.0063798424323583255,0.002412384860890775,0.002048831342557681,9.162969598074866E-4,0.011757355595614267
Dominance,JaroSimilarity,8,7,0.0063798424323583255,0.003595312925233489,0.0021579585168028307,0.0011400794617173083,0.013273193336111955
Dominance,JaroSimilarity,8,10,0.0069223294547373975,0.004336008480398485,0.0023124083426616813,0.0012915932538418858,0.01486233953163945
Dominance,JaroSimilarity,8,0,0.00709528351233171,0.005714665511813112,0.003616489285276826,0.0018570275416602158,0.018283465851081867
Dominance,LCS-Ponderado,10,2,0.0030872692775488902,0.0020735585914642206,0.0014734447714192806,0.0010689680724581337,0.007703240712890526
Dominance,LCS-Ponderado,10,5,0.004892834324172782,0.0032454803368139884,0.002381055036566036,0.0016364640202360032,0.012155833717788809
Dominance,LCS-Ponderado,10,7,0.006332774353046983,0.003960723666007265,0.0028306284833598608,0.0019534075599358185,0.015077534062349929
Dominance,LCS-Ponderado,10,10,0.007558572094118927,0.004927535870102939,0.003319613800719081,0.0023426994269791705,0.018148421191920117
Dominance,LCS-Ponderado,10,0,0.008152071994704444,0.006330237236770197,0.004221139913258497,0.0029459722045167146,0.021649421349249853
Dominance,LCS-Ponderado,15,2,0.0014754353187457648,0.0013254117301903154,0.0010175291433430459,8.957133908861286E-4,0.004714089583165255
Dominance,LCS-Ponderado,15,5,0.002720649916822851,0.0025236800755067523,0.001725680954100338,0.0014154231376062505,0.008385434084036192
Dominance,LCS-Ponderado,15,7,0.0036259601205912767,0.0029862496715144585,0.0022882296247545243,0.001664679219874538,0.010565118636734797
Dominance,LCS-Ponderado,15,10,0.004672446615953621,0.003622638595003946,0.0027343542399703635,0.0020004921859617894,0.013029931636889718
Dominance,LCS-Ponderado,15,0,0.005144647088835502,0.005142036138077363,0.003673308215118536,0.002541414380615323,0.016501405822646725
Dominance,LCS-Ponderado,20,2,0.0022423462766045232,0.001276364824121638,8.146020324833698E-4,8.57129594321577E-4,0.005190442727531108
Dominance,LCS-Ponderado,20,5,0.003608056980954068,0.00206252478549433,0.0015697212831099164,0.0012830527189681533,0.008523355768526468
Dominance,LCS-Ponderado,20,7,0.004296218989026939,0.0024972806710142725,0.0020913905459246764,0.0015061653506052985,0.010391055556571188
Dominance,LCS-Ponderado,20,10,0.005631383698162565,0.0031595080124808676,0.0026467377930434834,0.0017898814779349125,0.013227510981621829
Dominance,LCS-Ponderado,20,0,0.006338474416608962,0.0044778153687423305,0.0033651184550419835,0.0022601308406230325,0.01644153908101631
Dominance,LCS-Ponderado,25,2,0.0027374261867268326,0.0011626333135132665,8.581946679547128E-4,8.960024208407114E-4,0.005654256589035523
Dominance,LCS-Ponderado,25,5,0.0047136504125290715,0.0022102995364306557,0.001626019335065321,0.0012323128516005797,0.009782282135625627
Dominance,LCS-Ponderado,25,7,0.005407837119016608,0.002644185480400281,0.0020206648898526856,0.0014556107635647893,0.011528298252834362
Dominance,LCS-Ponderado,25,10,0.006180330236731976,0.003252254276992136,0.002426699966951557,0.0018016067574706794,0.01366089123814635
Dominance,LCS-Ponderado,25,0,0.006718325637681397,0.00453123047418051,0.0030891114186053946,0.002213420111542551,0.01655208764200985
Dominance,LCS-Ponderado,30,2,0.0025537491956979194,0.0013621399618055892,6.852703795681864E-4,6.783197941422612E-4,0.005279479331213957
Dominance,LCS-Ponderado,30,5,0.004475471149829186,0.0022259516059438223,0.001283206491324642,0.0010541281226610765,0.009038757369758729
Dominance,LCS-Ponderado,30,7,0.005112425003368356,0.002631372523114307,0.0016042489124999545,0.0012690550509249618,0.01061710148990758
Dominance,LCS-Ponderado,30,10,0.0062975073158315865,0.003242517303907171,0.0019705998015151632,0.0015369274284487118,0.013047551849702632
Dominance,LCS-Ponderado,30,0,0.0073572353906321206,0.00436901635910979,0.0026936723376001343,0.0021268731649166464,0.01654679725225869
Dominance,LCS-Ponderado,40,2,0.0033030167760016707,0.0010751449791718902,7.71627060016705E-4,7.949629724657594E-4,0.005944751787656025
Dominance,LCS-Ponderado,40,5,0.004066927545914013,0.0018059365962413358,0.001265381484930656,0.001269353220443241,0.008407598847529247
Dominance,LCS-Ponderado,40,7,0.004627229599326091,0.0023294251696465733,0.0015975777540142239,0.0014453103607351585,0.009999542883722047
Dominance,LCS-Ponderado,40,10,0.005605116287640253,0.0028731756119847623,0.0019760623239250996,0.0016315914116628181,0.012085945635212933
Dominance,LCS-Ponderado,40,0,0.006315891603110877,0.003800400437385988,0.0024642642960001648,0.002157330157334246,0.014737886493831277
Dominance,LCS-Ponderado,50,2,0.0014631539277264614,9.192556098013907E-4,9.544879027914115E-4,7.323849164271897E-4,0.004069282356746453
Dominance,LCS-Ponderado,50,5,0.003343113011613925,0.0016875896143933445,0.0014898190212010026,0.0011098239885990076,0.00763034563580728
Dominance,LCS-Ponderado,50,7,0.0037009941460387896,0.0019806023769889684,0.0018533243195184177,0.0013318822632970094,0.008866803105843184
Dominance,LCS-Ponderado,50,10,0.004378800231440742,0.002698435632514507,0.0021331964886722988,0.0015301739656817083,0.010740606318309257
Dominance,LCS-Ponderado,50,0,0.004831308267561862,0.0035751398794182172,0.0026836902977957896,0.002035119518715147,0.013125257963491016
Dominance,LCS-Ponderado,5,2,0.003514776666133929,0.0020700556030151633,0.0018628280347092571,0.0014963439145384131,0.008944004218396763
Dominance,LCS-Ponderado,5,5,0.004967093376172861,0.003411397489812953,0.003111773642033508,0.0023626332982093273,0.01385289780622865
Dominance,LCS-Ponderado,5,7,0.006150858862285381,0.004087039180689134,0.0036327144881775817,0.002704517928759305,0.0165751304599114
Dominance,LCS-Ponderado,5,10,0.007921934406669908,0.005111027774016331,0.004319345025792423,0.0030836907917145668,0.020435997998193227
Dominance,LCS-Ponderado,5,0,0.009200910893715249,0.00656960924959833,0.005224217657946926,0.003727373193203266,0.02472211099446377
Dominance,LCS-Ponderado,60,2,0.0012406918433837796,6.799670888353673E-4,8.659594851605848E-4,6.701943217526264E-4,0.0034568127391323583
Dominance,LCS-Ponderado,60,5,0.002876204218403229,0.0013293203764552452,0.001434102674253331,0.0010797714229604364,0.006719398692072241
Dominance,LCS-Ponderado,60,7,0.003702766379163799,0.001746302710238992,0.0016640239905680383,0.001245416500582245,0.008358509580553074
Dominance,LCS-Ponderado,60,10,0.004160319499096168,0.002035638738620299,0.00201459216046592,0.0014911297139607895,0.009701680112143176
Dominance,LCS-Ponderado,60,0,0.0043623201833107115,0.002929018304177488,0.002492816217892961,0.0018940172153389038,0.011678171920720066
Dominance,LCS-Ponderado,8,2,0.002938943567484111,0.0024255056675181303,0.0012067882126455408,0.001092957669617149,0.007664195117264931
Dominance,LCS-Ponderado,8,5,0.0045459342537545,0.003725687256566281,0.002159509904066126,0.001742648716437615,0.012173780130824522
Dominance,LCS-Ponderado,8,7,0.005600481477360075,0.0043764160970618474,0.0026997456792808806,0.002053539865851984,0.014730183119554787
