recommender,similarity,neighbor_size,rec_size,Temporal-5-1-2,Temporal-5-2-3,Accum_2,Temporal-5-3-4,Accum_3,Temporal-5-4-5,Accum_4,accum_sum
Dominance,JaroSimilarity,10,2,0.03671970624235006,0.0026666666666666666,0.0420530395756834,0.004614370468029005,0.05589615097977041,0.006616969595443505,0.08236402936154442,0.05061771297248924
Dominance,JaroSimilarity,10,5,0.05752753977968176,0.014857142857142857,0.08724182549396747,0.015952537903757415,0.1350994392052397,0.021023536309573668,0.21919358444353437,0.1093607568501557
Dominance,JaroSimilarity,10,7,0.05752753977968176,0.027047619047619046,0.11162277787491985,0.03506921555702044,0.21683042454598117,0.03040455649551889,0.3384486505280567,0.15004893087984011
Dominance,JaroSimilarity,10,10,0.06731946144430845,0.03923809523809524,0.14579565192049893,0.03796967699406724,0.25970468290270066,0.03643521232934081,0.4054455322200639,0.18096244600581174
Dominance,JaroSimilarity,10,0,0.1175030599755202,0.11047619047619048,0.33845544092790114,0.11285431773236651,0.6770183941250006,0.08216768573582377,1.0056891370682957,0.42300125391990095
Dominance,JaroSimilarity,15,2,0.037943696450428395,0.004952380952380952,0.0478484583551903,0.017139090309822018,0.09926572928465635,0.006616969595443505,0.12573360766643038,0.06665213730807487
Dominance,JaroSimilarity,15,5,0.05018359853121175,0.02666666666666667,0.10351693186454508,0.031377719182597234,0.19765008941233678,0.021023536309573668,0.2817442346506315,0.1292515206900493
Dominance,JaroSimilarity,15,7,0.0587515299877601,0.0380952380952381,0.1349420061782363,0.04864864864864865,0.28088795212418227,0.030320797386715805,0.4021711416710455,0.17581621411836265
Dominance,JaroSimilarity,15,10,0.07099143206854346,0.05180952380952381,0.17461047968759108,0.054581410678971654,0.33835471172450604,0.03626769411173465,0.48342548817144465,0.21365006066877357
Dominance,JaroSimilarity,15,0,0.10771113831089352,0.12076190476190476,0.34923494783470305,0.12656558998022413,0.7289317177753754,0.0881983415696457,1.081725084053958,0.4432369746226681
Dominance,JaroSimilarity,20,2,0.03671970624235006,0.004952380952380952,0.046624468147111964,0.03678312458800264,0.15697384191111988,0.005109305636988023,0.17741106445907195,0.08356451741972168
Dominance,JaroSimilarity,20,5,0.05018359853121175,0.026285714285714287,0.10275502710264033,0.04772577455504285,0.24593235076776887,0.018008208392662702,0.3179651843384197,0.1422032957646316
Dominance,JaroSimilarity,20,7,0.051407588739290085,0.0380952380952381,0.12759806492976628,0.06209624258404746,0.31388679268190867,0.02294999581204456,0.4056867759300869,0.17454906523062022
