recommender,similarity,neighbor_size,rec_size,Temporal-7-1-2,Temporal-7-2-3,Temporal-7-3-4,Temporal-7-4-5,Temporal-7-5-6,Temporal-7-6-7,accum
Dominance,LCS-Puro,5,0,0.0029979013791963435,0.001195339731830337,0.010526315789473682,0.0020512613516555306,0.0030843609028361825,0.0021721958925750395,0.022027375047567115
Dominance,LCS-Puro,60,2,0.0,0.007684292784579317,0.0,0.0,1.232741617357002E-4,0.0,0.007807566946315017
Dominance,LCS-Puro,60,5,1.0134749343382436E-4,0.00820526178692368,5.263157894736842E-4,5.389141933753581E-4,3.776820277463672E-4,1.9747235387045813E-4,0.009946993644823371
Dominance,LCS-Puro,60,7,5.7068630809638E-4,0.008875308073015809,0.0019617224880382777,5.389141933753581E-4,3.776820277463672E-4,1.9747235387045813E-4,0.01252178544414265
Dominance,LCS-Puro,60,10,7.296500461968087E-4,0.02248562325926223,0.010251196172248804,6.276260809267041E-4,4.6028842478575393E-4,1.9747235387045813E-4,0.034751856337290755
Dominance,LCS-Puro,60,0,2.802952443240213E-4,0.008125112709639929,0.0,3.4707588566328676E-4,4.94843985572491E-4,0.0025174286931720176,0.011764756518371746
Dominance,LCS-Puro,8,2,0.0022073250490516677,9.880446596186147E-5,3.9473684210526315E-4,2.8547367219058224E-5,0.0,0.0,0.002729413724337851
Dominance,LCS-Puro,8,5,0.003001494907969728,4.6780299835406225E-4,0.0030263157894736843,4.085226688244539E-4,0.0015764707928887032,0.0017772511848341234,0.010257858342344755
Dominance,LCS-Puro,8,7,0.0034938258201788765,0.0031358936613181663,0.0030263157894736843,0.0017859331371440131,0.0015764707928887032,0.0017772511848341234,0.014795690385837567
Dominance,LCS-Puro,8,10,0.005743087418857494,0.008610746675387344,0.0030263157894736843,0.0020762056848748645,0.003114797093873232,0.0022380200105318587,0.024809172672998474
Dominance,LCS-Puro,8,0,0.0031653646046756207,0.0024799010562973926,4.928081072245832E-4,3.7997530160539567E-4,9.96934910869337E-4,0.003027909426013691,0.01054289340668602
Dominance,LCS-R,10,2,2.9727673302468643E-4,0.007844557972713178,0.0013157894736842103,2.8547367219058224E-5,5.723443223443224E-4,2.516461854632387E-4,0.010310162054448693
Dominance,LCS-R,10,5,8.111513476187253E-4,0.00980639121900448,0.004488304093567251,6.13521689567118E-4,0.016847869448433705,2.516461854632387E-4,0.03281888398365451
Dominance,LCS-R,10,7,0.0011109115394652483,0.011813740708263541,0.004488304093567251,0.002024942292906913,0.01693047584547309,2.516461854632387E-4,0.03662002066513928
Dominance,LCS-R,10,10,0.002874518881121778,0.012768448901724292,0.004926900584795321,0.005120639031802558,0.01693047584547309,9.732242159223735E-4,0.04359420746083941
Dominance,LCS-R,10,0,0.00100186256601942,0.007558025021423779,0.004488304093567251,0.0010446231307695694,0.017103767570185478,9.873617693522906E-4,0.03218394415131779
Dominance,LCS-R,15,2,0.0016078046653586222,0.010394577910802326,4.9035632559660014E-5,2.489330421501877E-4,0.0,0.003052690270420965,0.015353041521291761
Dominance,LCS-R,15,5,0.0016078046653586222,0.012395704210526996,5.8997130507428E-4,0.0010202829044091409,1.232741617357002E-4,0.003052690270420965,0.018789727517525702
Dominance,LCS-R,15,7,0.0028068454327447134,0.015452055690947243,5.8997130507428E-4,0.0023976933727286997,0.0013029394039009423,0.003052690270420965,0.025602195475816842
Dominance,LCS-R,15,10,0.0042469906138970885,0.015452055690947243,0.0010285677963023502,0.0031975906022067113,0.001385545800940329,0.003052690270420965,0.02836344077471469
Dominance,LCS-R,15,0,0.0024953010564521356,0.010442076758866423,8.176691729323308E-4,0.0015517316255933829,0.002099863277747893,0.004040052039773256,0.021446693931365425
Dominance,LCS-R,20,2,0.003106605624591236,0.00821885691606142,4.9035632559660014E-5,6.289083437555833E-4,4.946185501741057E-5,0.0,0.01205286837198531
Dominance,LCS-R,20,5,0.003140540740649333,0.009134652305170392,0.0028268134103374373,8.492940186867129E-4,1.6905619102965702E-4,0.0,0.016120356665873532
Dominance,LCS-R,20,7,0.003140540740649333,0.009516696240222923,0.0028268134103374373,0.002226704487006272,0.0025150122336320413,0.0,0.020225767111848005
Dominance,LCS-R,20,10,0.0044042302498714485,0.011417364817109265,0.00426222010890203,0.0043969288939198214,0.004812595176376274,0.007318093114022859,0.0366114323602017
