recommender,similarity,neighbor_size,rec_size,Temporal-4-1-2,Temporal-4-2-3,Temporal-4-3-4,accum
Dominance,Levenshtein-Pond,40,0,0.0012797873858447488,0.001333629695487886,6.524966940167503E-4,0.003265913775349385
Dominance,Levenshtein-Pond,50,2,0.0,1.1113580795732385E-4,0.0,1.1113580795732385E-4
Dominance,Levenshtein-Pond,50,5,0.004894781903388609,1.1113580795732385E-4,2.9066675490079446E-4,0.005296584466246727
Dominance,Levenshtein-Pond,50,7,0.005913106597700145,1.1113580795732385E-4,3.548433689426376E-4,0.006379085774600106
Dominance,Levenshtein-Pond,50,10,0.006626822706153096,0.0021401107377095408,7.19274855823104E-4,0.009486208299685741
Dominance,Levenshtein-Pond,50,0,1.909722222222222E-4,2.222716159146477E-4,9.067565720709018E-4,0.0013200004102077718
Dominance,Levenshtein-Pond,5,2,4.280821917808219E-5,0.0,0.0,4.280821917808219E-5
Dominance,Levenshtein-Pond,5,5,7.281152367219418E-4,1.3971358714634998E-4,1.6500365448234751E-4,0.0010328324783506393
Dominance,Levenshtein-Pond,5,7,7.281152367219418E-4,2.3172925610026327E-4,4.4078964455405187E-4,0.001400634137376257
Dominance,Levenshtein-Pond,5,10,0.004124579883186588,6.675559539721216E-4,4.5937631419458566E-4,0.005251512151353295
Dominance,Levenshtein-Pond,5,0,0.0010774260136642978,6.769894931421866E-4,0.0012053038228039123,0.0029597193296103967
Dominance,Levenshtein-Pond,60,2,0.0,1.2165188440919966E-4,3.0921459492888065E-5,1.5257334390208772E-4
