recommender,similarity,neighbor_size,rec_size,Temporal-4-1-2,Temporal-4-2-3,Temporal-4-3-4,accum
Dominance,JaroSimilarity,25,10,1.642786561264822E-4,5.591212690096134E-4,7.248894046712936E-5,7.95888865603225E-4
Dominance,JaroSimilarity,25,0,1.0775862068965517E-4,1.876110930984595E-4,2.1177053196757629E-4,5.071402457556909E-4
Dominance,JaroSimilarity,30,2,0.0,2.1894141400373138E-5,0.0,2.1894141400373138E-5
Dominance,JaroSimilarity,30,5,2.840909090909091E-5,5.183714727585946E-4,0.0012070901844100875,0.0017538707480777732
Dominance,JaroSimilarity,30,7,2.840909090909091E-5,5.183714727585946E-4,0.0046084507286277745,0.00515523129229546
Dominance,JaroSimilarity,30,10,1.642786561264822E-4,5.591212690096134E-4,0.004775376955451645,0.005498776880587741
Dominance,JaroSimilarity,30,0,0.0,1.7363973438382449E-4,1.0121984928403394E-4,2.748595836678584E-4
Dominance,JaroSimilarity,40,2,0.0,0.0,0.0011546245292375322,0.0011546245292375322
Dominance,JaroSimilarity,40,5,2.840909090909091E-5,5.183714727585946E-4,0.0013729316174953422,0.0019197121811630278
Dominance,JaroSimilarity,40,7,2.840909090909091E-5,5.183714727585946E-4,0.0014035745052810873,0.0019503550689487729
Dominance,JaroSimilarity,40,10,4.5310441370223975E-4,5.591212690096134E-4,0.0014141050332817612,0.002426330715993614
Dominance,JaroSimilarity,40,0,0.0,1.4738549693330328E-4,0.0014184649954011026,0.0015658504923344058
Dominance,JaroSimilarity,50,2,0.0,0.0,8.156739914191096E-6,8.156739914191096E-6
Dominance,JaroSimilarity,50,5,2.840909090909091E-5,3.084679117835537E-4,8.156739914191096E-6,3.4503374260683574E-4
Dominance,JaroSimilarity,50,7,2.840909090909091E-5,3.084679117835537E-4,8.156739914191096E-6,3.4503374260683574E-4
Dominance,JaroSimilarity,50,10,4.2499346917450364E-4,3.4921770803457246E-4,2.684400782905614E-5,8.010551850381322E-4
Dominance,JaroSimilarity,50,0,4.028975095785441E-4,3.0674027065217413E-4,1.442224086970787E-4,8.53860188927797E-4
Dominance,JaroSimilarity,5,2,7.657099844599845E-4,1.1058289348987449E-4,0.0,8.76292877949859E-4
Dominance,JaroSimilarity,5,5,8.814507252007251E-4,0.0025555706685509993,1.4224997831555208E-4,0.0035792713720672765
Dominance,JaroSimilarity,5,7,8.814507252007251E-4,0.003064943121688734,1.4224997831555208E-4,0.004088643825205011
Dominance,JaroSimilarity,5,10,0.0015975965585340584,0.005136914181835731,6.40161740864317E-4,0.007374672481234106
Dominance,JaroSimilarity,5,0,7.612584175084175E-4,4.4246315226605115E-4,2.941246816852721E-4,0.0014978462514597406
Dominance,JaroSimilarity,60,2,0.0,0.0,4.117341578641888E-5,4.117341578641888E-5
Dominance,JaroSimilarity,60,5,2.840909090909091E-5,2.1894141400373138E-5,1.7092639448919647E-4,2.2122962679866053E-4
Dominance,JaroSimilarity,60,7,2.840909090909091E-5,3.084679117835537E-4,2.1332185467441407E-4,5.501988573670586E-4
Dominance,JaroSimilarity,60,10,4.2499346917450364E-4,3.4921770803457246E-4,2.2385238267508807E-4,9.980635598841642E-4
Dominance,JaroSimilarity,60,0,0.0,3.446500180434421E-4,3.208766438001186E-4,6.655266618435607E-4
Dominance,JaroSimilarity,8,2,2.9829545454545457E-4,0.0,1.3082155939298798E-5,3.1137761048475335E-4
Dominance,JaroSimilarity,8,5,0.0017424242424242426,0.0,1.491365777080063E-4,0.0018915608201322488
Dominance,JaroSimilarity,8,7,0.010034722222222223,1.0187449062754686E-4,1.491365777080063E-4,0.010285733290557776
Dominance,JaroSimilarity,8,10,0.010629866372053872,6.199553466276088E-4,1.797794654937512E-4,0.011429601184175232
Dominance,JaroSimilarity,8,0,0.004360795454545454,6.176334508478234E-4,1.92777124861434E-5,0.0049977066178794214
Dominance,LCS-Ponderado,10,2,0.0,6.985679357317499E-5,2.612743476530852E-5,9.59842283384835E-5
Dominance,LCS-Ponderado,10,5,0.004321581196581196,7.511483179911289E-5,0.001757450594659897,0.0061541466230402055
Dominance,LCS-Ponderado,10,7,0.004321581196581196,7.511483179911289E-5,0.002437722703503434,0.006834418731883743
Dominance,LCS-Ponderado,10,10,0.007718813501481378,1.3197501261448787E-4,0.003019665422402803,0.010870453936498669
Dominance,LCS-Ponderado,10,0,2.3678524909261211E-4,0.0,0.002294919983187806,0.0025317052322804184
Dominance,LCS-Ponderado,15,2,1.0775862068965517E-4,6.985679357317499E-5,1.58202816010125E-5,1.9343569586384264E-4
Dominance,LCS-Ponderado,15,5,0.0034931752873563217,6.576699212327341E-4,3.6657962765982475E-5,0.004187503171355038
Dominance,LCS-Ponderado,15,7,0.0034931752873563217,0.0031739964851971248,3.6657962765982475E-5,0.006703829735319428
Dominance,LCS-Ponderado,15,10,0.0037163895730706075,0.0032308566660124993,0.002521662872450859,0.009468909111533965
Dominance,LCS-Ponderado,15,0,5.691433008243353E-4,8.78931717463728E-5,0.0019462388245687738,0.002603275297139482
Dominance,LCS-Ponderado,20,2,1.0775862068965517E-4,6.985679357317499E-5,1.58202816010125E-5,1.9343569586384264E-4
Dominance,LCS-Ponderado,20,5,0.004118175287356322,2.136796038708882E-4,8.652194368702381E-5,0.004418376834914233
Dominance,LCS-Ponderado,20,7,0.005420258620689655,0.0030714233796681383,7.881862572111757E-4,0.00927986825756897
Dominance,LCS-Ponderado,20,10,0.005420258620689655,0.003600311992130211,9.190078166041637E-4,0.00993957842942403
Dominance,LCS-Ponderado,20,0,3.6817528735632183E-4,5.934504897265147E-4,7.780275958675006E-4,0.0017396533729503371
Dominance,LCS-Ponderado,25,2,1.0775862068965517E-4,8.476525561623063E-5,1.58202816010125E-5,2.0834415790689831E-4
Dominance,LCS-Ponderado,25,5,0.0038577586206896552,1.954868586652658E-4,1.8379743605100832E-4,0.004237042915405929
Dominance,LCS-Ponderado,25,7,0.004521072796934865,2.007448968912037E-4,9.163198006683069E-4,0.005638137494494376
Dominance,LCS-Ponderado,25,10,0.005438192362152257,7.705883043586584E-4,9.360951526695726E-4,0.0071448758191804875
Dominance,LCS-Ponderado,25,0,8.518062397372742E-4,4.227848298508854E-4,7.371369600471768E-5,0.0013483047655928771
