recommender,similarity,neighbor_size,rec_size,Temporal-3-1-2,Temporal-3-2-3,accum
Dominance,LCS-R,15,5,2.948981338811847E-4,8.039490316898432E-5,3.7529303705016904E-4
Dominance,LCS-R,15,7,3.9906480054785134E-4,9.069009062952611E-5,4.897548911773775E-4
Dominance,LCS-R,15,10,4.414376819037836E-4,2.4046755099846505E-4,6.819052329022486E-4
Dominance,LCS-R,15,0,2.601759116589625E-4,2.563627238396153E-4,5.165386354985778E-4
Dominance,LCS-R,20,2,0.001292372881355932,6.118116354336827E-6,0.0012984909977102688
Dominance,LCS-R,20,5,0.0014686939401383026,9.735540054124159E-5,0.0015660493406795442
Dominance,LCS-R,20,7,0.0024061939401383023,9.735540054124159E-5,0.002503549340679544
Dominance,LCS-R,20,10,0.0025080906310180444,1.2975087913845356E-4,0.002637841510156498
Dominance,LCS-R,20,0,0.0015155271247948594,1.4026716700217965E-4,0.001655794291797039
Dominance,LCS-R,25,2,0.001292372881355932,1.2236232708673653E-5,0.0013046091140646056
Dominance,LCS-R,25,5,0.0024061939401383023,1.5694298474168384E-5,0.0024218882386124706
Dominance,LCS-R,25,7,0.003239527273471636,1.5694298474168384E-5,0.003255221571945804
Dominance,LCS-R,25,10,0.003239527273471636,1.5736693030428053E-4,0.0033968942037759164
Dominance,LCS-R,25,0,0.0022393425783256288,3.028753052748634E-4,0.002542217883600492
Dominance,LCS-R,30,2,0.0017090395480225987,0.0,0.0017090395480225987
Dominance,LCS-R,30,5,0.004285659004720997,4.316894598701478E-6,0.004289975899319698
Dominance,LCS-R,30,7,0.0053124447190067104,4.316894598701478E-6,0.005316761613605412
Dominance,LCS-R,30,10,0.005348676603064682,0.0029113398803618444,0.008260016483426526
Dominance,LCS-R,30,0,0.001777098997493734,2.805981489155961E-4,0.0020576971464093302
Dominance,LCS-R,40,2,0.001607142857142857,0.0,0.001607142857142857
Dominance,LCS-R,40,5,0.004191888619854721,3.7495313085864263E-4,0.004566841750713363
Dominance,LCS-R,40,7,0.004296055286521388,6.847529226310826E-4,0.004980808209152471
Dominance,LCS-R,40,10,0.004296055286521388,7.487693108264606E-4,0.005044824597347849
Dominance,LCS-R,40,0,0.0017634374414035431,1.4539554013238222E-4,0.0019088329815359253
Dominance,LCS-R,50,2,0.0016450216450216448,3.544305482524743E-4,0.001999452193274119
Dominance,LCS-R,50,5,0.0017373995268776272,3.544305482524743E-4,0.0020918300751301016
Dominance,LCS-R,50,7,0.004237399526877627,3.682446109683191E-4,0.0046056441378459455
Dominance,LCS-R,50,10,0.004798383886183122,4.640796710594919E-4,0.005262463557242614
Dominance,LCS-R,50,0,0.0013998682476943345,4.019693454034799E-4,0.0018018375930978145
Dominance,LCS-R,5,2,4.2372881355932206E-5,4.1510858439992296E-4,4.5748146575585514E-4
Dominance,LCS-R,5,5,0.0013171253566034568,9.948928563672885E-4,0.002312018212970745
Dominance,LCS-R,5,7,0.0024892744794104745,0.0036286311114680906,0.006117905590878565
Dominance,LCS-R,5,10,0.0041593656542504845,0.0037907407819698044,0.00795010643622029
Dominance,LCS-R,5,0,1.27149216132267E-4,0.003456948384007606,0.003584097600139873
Dominance,LCS-R,60,2,0.0014772727272727272,1.5754149612417327E-4,0.0016348142233969004
Dominance,LCS-R,60,5,0.0016408627303408304,1.5754149612417327E-4,0.0017984042264650036
Dominance,LCS-R,60,7,0.0016408627303408304,1.7696383216482675E-4,0.001817826562505657
Dominance,LCS-R,60,10,0.0016408627303408304,0.001489299790170076,0.0031301625205109066
Dominance,LCS-R,60,0,2.4314194577352473E-4,2.827007869804899E-4,5.258427327540146E-4
Dominance,LCS-R,8,2,6.712535660345695E-5,6.074484492784395E-5,1.278702015313009E-4
Dominance,LCS-R,8,5,0.001237260227233377,6.686296128218078E-5,0.001304123188515558
Dominance,LCS-R,8,7,0.0021129664419226426,1.3479668181354214E-4,0.0022477631237361848
Dominance,LCS-R,8,10,0.0021129664419226426,2.806117882585698E-4,0.002393578230181212
Dominance,LCS-R,8,0,9.009587399417908E-4,1.8301095351803045E-4,0.0010839696934598212
Dominance,Levenshtein-Pond,10,2,0.0025757062146892656,0.0,0.0025757062146892656
Dominance,Levenshtein-Pond,10,5,0.003929872881355933,2.9163021289005544E-5,0.0039590359026449385
Dominance,Levenshtein-Pond,10,7,0.005081520940898729,4.978449471818722E-4,0.005579365888080601
Dominance,Levenshtein-Pond,10,10,0.005081520940898729,0.0015422867603762753,0.006623807701275004
Dominance,Levenshtein-Pond,10,0,0.001504277643260694,3.8557747995476724E-4,0.0018898551232154615
Dominance,Levenshtein-Pond,15,2,5.858585858585859E-5,0.0,5.858585858585859E-5
Dominance,Levenshtein-Pond,15,5,0.0010658710206435452,7.008664540782237E-5,0.0011359576660513676
Dominance,Levenshtein-Pond,15,7,0.0014409186941752002,2.7630137969963914E-4,0.0017172200738748394
Dominance,Levenshtein-Pond,15,10,0.0014409186941752002,0.002956678580113236,0.004397597274288436
Dominance,Levenshtein-Pond,15,0,6.6505530129672E-4,0.0028734027463734302,0.0035384580476701503
Dominance,Levenshtein-Pond,20,2,7.007062146892655E-4,6.118116354336827E-6,7.068243310436024E-4
Dominance,Levenshtein-Pond,20,5,7.430790960451977E-4,8.00118133313326E-5,8.230909093765303E-4
Dominance,Levenshtein-Pond,20,7,0.0010051404995539697,1.9175991772344862E-4,0.0011969004172774182
Dominance,Levenshtein-Pond,20,10,0.0013538723836119407,1.9175991772344862E-4,0.0015456323013353893
Dominance,Levenshtein-Pond,20,0,8.424422932344819E-4,2.2346980231356526E-4,0.0010659120955480471
Dominance,Levenshtein-Pond,25,2,2.9307909604519775E-4,0.0,2.9307909604519775E-4
Dominance,Levenshtein-Pond,25,5,3.264124293785311E-4,1.4572940508397644E-4,4.7214183446250753E-4
Dominance,Levenshtein-Pond,25,7,4.93126769576853E-4,1.5616441603701474E-4,6.492911856138677E-4
Dominance,Levenshtein-Pond,25,10,4.93126769576853E-4,0.0011318728720604312,0.0016249996416372841
Dominance,Levenshtein-Pond,25,0,3.39330621882713E-4,0.0012199393674735572,0.0015592699893562701
Dominance,Levenshtein-Pond,30,2,4.2372881355932206E-5,1.458151064450277E-4,1.881879878009599E-4
Dominance,Levenshtein-Pond,30,5,1.4149568837347606E-4,6.867927739249745E-4,8.282884622984505E-4
Dominance,Levenshtein-Pond,30,7,0.0026414956883734765,6.867927739249745E-4,0.003328288462298451
Dominance,Levenshtein-Pond,30,10,0.0026838685697294085,6.867927739249745E-4,0.0033706613436543832
Dominance,Levenshtein-Pond,30,0,0.002576619456698398,9.652359129244562E-4,0.003541855369622854
Dominance,Levenshtein-Pond,40,2,2.6964560862865946E-4,1.7109141196732435E-4,4.407370205959838E-4
Dominance,Levenshtein-Pond,40,5,3.029789419619928E-4,7.120690794472712E-4,0.001015048021409264
Dominance,Levenshtein-Pond,40,7,6.402314172095175E-4,7.120690794472712E-4,0.0013523004966567887
Dominance,Levenshtein-Pond,40,10,0.0013244306386091074,0.0019010407207217096,0.003225471359330817
Dominance,Levenshtein-Pond,40,0,8.621098200045568E-4,3.7796321319072385E-4,0.0012400730331952807
Dominance,Levenshtein-Pond,50,2,3.3333333333333335E-5,6.118116354336827E-6,3.945144968767016E-5
Dominance,Levenshtein-Pond,50,5,3.9218500797448167E-4,8.018377557008029E-5,4.7236878354456194E-4
Dominance,Levenshtein-Pond,50,7,3.9218500797448167E-4,1.1000959279747232E-4,5.02194600771954E-4
Dominance,Levenshtein-Pond,50,10,4.598104145829391E-4,1.4697680288212723E-4,6.067872174650664E-4
Dominance,Levenshtein-Pond,50,0,1.7190152801358234E-4,6.547020344566247E-5,2.373717314592448E-4
Dominance,Levenshtein-Pond,5,2,3.625027514858023E-4,6.870330233111106E-5,4.3120605381691333E-4
Dominance,Levenshtein-Pond,5,5,0.00465416941815247,1.3271969052648907E-4,0.004786889108678959
Dominance,Levenshtein-Pond,5,7,0.004680485207626153,1.3703658512519054E-4,0.004817521792751344
Dominance,Levenshtein-Pond,5,10,0.004680485207626153,8.018383533252181E-4,0.005482323560951371
Dominance,Levenshtein-Pond,5,0,0.0010396121290902295,8.968236801939473E-4,0.0019364358092841768
Dominance,Levenshtein-Pond,60,2,3.3333333333333335E-5,1.0435010953038304E-5,4.376834428637164E-5
Dominance,Levenshtein-Pond,60,5,0.00362541011619959,0.0013480472744805843,0.0049734573906801745
Dominance,Levenshtein-Pond,60,7,0.00362541011619959,0.0013637638727800488,0.004989173988979639
Dominance,Levenshtein-Pond,60,10,0.0036657326968447513,0.0014643907078291656,0.005130123404673917
Dominance,Levenshtein-Pond,60,0,0.0,5.124159432158276E-4,5.124159432158276E-4
Dominance,Levenshtein-Pond,8,2,0.0025757062146892656,1.7497812773403323E-4,0.0027506843424232987
Dominance,Levenshtein-Pond,8,5,0.00375777143208057,5.499312585926758E-4,0.004307702690673246
Dominance,Levenshtein-Pond,8,7,0.00625777143208057,7.561459928844926E-4,0.007013917424965062
Dominance,Levenshtein-Pond,8,10,0.006544567968877107,0.0016464404078370095,0.008191008376714116
Dominance,Levenshtein-Pond,8,0,0.005970023907328095,6.246149702084364E-4,0.006594638877536531
Dominance,Levenshtein,10,2,8.928571428571429E-5,2.3860653781913624E-4,3.2789225210485054E-4
Dominance,Levenshtein,10,5,1.6953738352043436E-4,4.631097249207486E-4,6.32647108441183E-4
Dominance,Levenshtein,10,7,1.6953738352043436E-4,0.002492268211290176,0.00266180559481061
Dominance,Levenshtein,10,10,0.004503952967936018,0.0025989192155789756,0.007102872183514994
Dominance,Levenshtein,10,0,4.826604554865424E-4,9.649309570569413E-4,0.0014475914125434838
Dominance,Levenshtein,15,2,0.0015315934065934064,2.577647269870961E-4,0.0017893581335805026
Dominance,Levenshtein,15,5,0.0015992188132018638,3.186713596684108E-4,0.0019178901728702747
Dominance,Levenshtein,15,7,0.0016370976010806517,8.569090042052679E-4,0.0024940066052859195
Dominance,Levenshtein,15,10,0.0020380738893611273,8.673440151583061E-4,0.0029054179045194333
Dominance,Levenshtein,15,0,0.0019311677689670056,6.176245280345562E-4,0.0025487922970015616
Dominance,Levenshtein,20,2,4.2813295461600545E-4,3.4971153081389306E-4,7.778444854298985E-4
Dominance,Levenshtein,20,5,0.0017033854798685305,3.605165613039629E-4,0.0020639020411724936
Dominance,Levenshtein,20,7,0.0019533854798685305,0.0014134239729971184,0.0033668094528656487
Dominance,Levenshtein,20,10,0.004724297937590127,0.001564847352766955,0.006289145290357082
Dominance,Levenshtein,20,0,0.0043704406469236975,0.0013461414642517004,0.005716582111175398
Dominance,Levenshtein,25,2,0.0028239662879493387,2.5481954615812886E-4,0.0030787858341074677
Dominance,Levenshtein,25,5,0.003148997616270141,0.0016049632781916245,0.004753960894461766
Dominance,Levenshtein,25,7,0.0037813929986655237,0.001614888446115135,0.005396281444780659
Dominance,Levenshtein,25,10,0.0075737658800214555,0.002442537201430643,0.0100163030814521
Dominance,Levenshtein,25,0,0.0030140345765345767,0.0020940867844075066,0.005108121360942084
Dominance,Levenshtein,30,2,0.002692307692307692,2.5481954615812886E-4,0.002947127238465821
Dominance,Levenshtein,30,5,0.0029281329546160056,2.690616086803405E-4,0.003197194563296346
Dominance,Levenshtein,30,7,0.003042671194154245,6.937644427210918E-4,0.003736435636875337
Dominance,Levenshtein,30,10,0.003606680855989994,0.0011062128866655987,0.0047128937426555925
Dominance,Levenshtein,30,0,0.002763856513856514,2.5481954615812886E-4,0.003018676060014643
Dominance,Levenshtein,40,2,0.002961953300936351,2.7886736599956656E-4,0.0032408206669359177
Dominance,Levenshtein,40,5,0.0031554056818887326,3.739875398598979E-4,0.0035293932217486303
Dominance,Levenshtein,40,7,0.0032464476808254684,7.063884239599117E-4,0.00395283610478538
Dominance,Levenshtein,40,10,0.0032464476808254684,8.974403000511579E-4,0.004143887980876626
Dominance,Levenshtein,40,0,0.003066119967603018,8.614408882840111E-4,0.003927560855887029
Dominance,Levenshtein,50,2,0.0027942043831874334,3.17646274066491E-4,0.0031118506572539242
Dominance,Levenshtein,50,5,0.003176148827631878,4.097683157258624E-4,0.0035859171433577407
Dominance,Levenshtein,50,7,0.0033921908265686146,4.442810470889874E-4,0.003836471873657602
Dominance,Levenshtein,50,10,0.0036819635538413416,4.4988932041379616E-4,0.004131852874255138
Dominance,Levenshtein,50,0,0.003213529210406998,7.425807607680294E-4,0.003956109971175027
Dominance,Levenshtein,5,2,8.333333333333333E-4,4.5908899327199234E-4,0.0012924223266053256
Dominance,Levenshtein,5,5,0.005464282999609087,0.0021864031306497752,0.007650686130258863
Dominance,Levenshtein,5,7,0.006595235380561467,0.002251526569167329,0.008846761949728797
