recommender,similarity,neighbor_size,rec_size,Temporal-9-1-2,Temporal-9-2-3,Temporal-9-3-4,Temporal-9-4-5,Temporal-9-5-6,Temporal-9-6-7,Temporal-9-7-8,Temporal-9-8-9,accum
Dominance,LCS-Ponderado,25,7,0.0014419219978692843,0.00639599555061179,0.0017714684381351046,0.0030579096045197742,0.0015786186228177344,1.458529667356392E-4,8.956202953135767E-5,3.072995380687689E-4,0.014788628748289453
Dominance,LCS-Ponderado,25,10,0.004121071692767609,0.010082631495312251,0.002574903452096435,0.0030579096045197742,0.0043834572580271165,2.724993699777871E-4,6.039653217124276E-4,4.997274978513253E-4,0.02559616569226473
Dominance,LCS-Ponderado,25,0,0.0012495390899986151,0.0037078235076010383,0.0017574193012789502,0.0015889830508474577,0.0015786186228177344,1.0314090840831227E-4,7.118067700835098E-4,1.8258789365731206E-4,0.01087991914469293
Dominance,LCS-Ponderado,30,2,1.4974543276430067E-4,1.2359411692003462E-4,0.0,1.7655367231638418E-4,0.0,9.62827314089373E-5,0.0,0.0,5.461759534096568E-4
Dominance,LCS-Ponderado,30,5,0.005249729306333079,0.0037078235076010383,1.7398350731684067E-4,0.0015889830508474577,1.8197057812499684E-4,0.003135796409220487,1.633026324384349E-5,9.392317084624777E-5,0.014148539793533992
Dominance,LCS-Ponderado,30,7,0.005700575770569684,0.0037078235076010383,2.4071690738357402E-4,0.0025870998116760825,1.8197057812499684E-4,0.003353708900001436,0.004155207326769694,9.392317084624777E-5,0.020021025972972752
Dominance,LCS-Ponderado,30,10,0.007436928502011585,0.008688764510047417,0.002682153559346542,0.0026435969868173256,0.0043834572580271165,0.00643552324712494,0.004204788366979917,1.4203016079188688E-4,0.03661724259114674
Dominance,LCS-Ponderado,30,0,0.0010904848853722866,1.2359411692003462E-4,2.566202566202566E-4,0.0015254237288135593,0.0015069956461668246,0.003406574969182611,0.0042025617477271186,4.8106989945639104E-5,0.01216036234074833
Dominance,LCS-Ponderado,40,2,4.307745326096321E-5,1.2359411692003462E-4,4.826254826254826E-4,0.0,0.0010027216731127346,0.0,0.0,0.0,0.001652018725919215
Dominance,LCS-Ponderado,40,5,0.004529824982461322,3.4760845383759734E-4,6.566089899423233E-4,5.649717514124294E-5,0.0011130692745868218,0.0,0.0,0.0014792899408284023,0.008182898816797709
Dominance,LCS-Ponderado,40,7,0.004765725321747549,4.7120257075763196E-4,0.004904363237696571,9.929806539976032E-5,0.0012527340790560956,0.0,0.0,0.0015732131116746502,0.013066536386332258
Dominance,LCS-Ponderado,40,10,0.006762331091938224,0.005053895863128344,0.006472598139264806,6.794029887250226E-4,0.00564426720037383,8.789644123452309E-4,0.0,0.0015732131116746502,0.027064672807450105
Dominance,LCS-Ponderado,40,0,0.0024820818307507374,1.2359411692003462E-4,0.0033003783003783004,0.0,0.003944421859654858,1.4058912653486144E-4,3.266052648768698E-5,0.0016671362825208978,0.011690862043247374
Dominance,LCS-Ponderado,50,2,0.002021563342318059,1.2359411692003462E-4,5.005005005005005E-4,0.0,7.162297665090961E-5,0.0,0.0,0.0,0.002717280936389504
Dominance,LCS-Ponderado,50,5,0.00331962147400267,1.2359411692003462E-4,0.0036238619571952904,5.649717514124294E-5,1.8197057812499684E-4,0.0,0.0,0.0,0.0073055453013842345
Dominance,LCS-Ponderado,50,7,0.004918516256098912,1.2359411692003462E-4,0.0036238619571952904,5.649717514124294E-5,4.561478622609888E-4,2.867465733784481E-5,0.0,9.392317084624777E-5,0.009301215195800561
Dominance,LCS-Ponderado,50,10,0.0059012206586146355,0.004962303794339389,0.0051253634586967915,0.0011763108853848827,0.003314404325818219,1.5084729020031665E-4,1.6240165239739525E-4,9.392317084624777E-5,0.02088677523629788
Dominance,LCS-Ponderado,50,0,6.839578713579353E-4,1.2359411692003462E-4,0.002002002002002002,7.243227582210633E-5,1.9131270551424592E-4,2.5143944448563027E-4,2.3198579843460016E-4,2.275830678197542E-4,0.0037843072823563087
Dominance,LCS-Ponderado,5,2,0.0035573899371069183,0.007168458781362007,2.73000273000273E-4,6.889899407468652E-5,0.0,0.003473729917498914,0.0,0.0,0.014541477903042799
Dominance,LCS-Ponderado,5,5,0.005666718351890606,0.011115230915008446,0.0028291278291278288,0.0028937577511368336,0.0011124990977978066,0.007174710338370283,3.761803614150699E-5,0.0,0.030829662319473313
Dominance,LCS-Ponderado,5,7,0.006912134589103398,0.011245133520529955,0.0038301288301288297,0.0057186165081989804,0.0014662020403925983,0.010223663499653297,5.8507509935662124E-5,0.0,0.03945438649794272
Dominance,LCS-Ponderado,5,10,0.010342666321521922,0.011245133520529955,0.006074940285466601,0.0057186165081989804,0.0016733631299028688,0.010223663499653297,3.524522483248449E-4,0.0,0.04563083551359847
Dominance,LCS-Ponderado,5,0,0.004190271962521594,0.00733860133192725,0.003162826692238457,0.005789841579424052,0.0011744348349200877,0.003561992533024067,2.3990712200570313E-4,0.0,0.025457876056061205
Dominance,LCS-Ponderado,60,2,5.025355201242633E-4,1.2359411692003462E-4,0.0019305019305019303,0.0,7.162297665090961E-5,0.0,0.0,0.0,0.002628254544197138
Dominance,LCS-Ponderado,60,5,9.517718184171653E-4,1.2359411692003462E-4,0.0050002383335716665,5.649717514124294E-5,1.8197057812499684E-4,0.0,2.3650726077290572E-5,7.889546351084813E-5,0.006416618211763245
Dominance,LCS-Ponderado,60,7,9.841909327269625E-4,0.0010196514645902856,0.005052922596782246,9.308582189938121E-4,3.2898616177686396E-4,2.2186231224901826E-5,2.3650726077290572E-5,7.889546351084813E-5,0.008441341795683212
Dominance,LCS-Ponderado,60,10,0.0011386159102651475,0.0016150384065638742,0.006404273948133598,0.0012419289749798224,7.55745644704874E-4,1.0458431915558767E-4,0.004301278715923245,7.889546351084813E-5,0.015640361383236996
Dominance,LCS-Ponderado,60,0,6.392596109090595E-4,1.2359411692003462E-4,0.0015015015015015015,5.16545601291364E-4,4.101904581696415E-4,0.0,0.004171599300975252,7.889546351084813E-5,0.007441586053277702
Dominance,LCS-Ponderado,8,2,0.00701599893816875,0.0,0.001001001001001001,5.397087869183776E-4,0.0014081905905166444,0.00303951367781155,0.0010973936899862826,5.379236148466918E-4,0.014639730299249297
Dominance,LCS-Ponderado,8,5,0.007340358174447916,0.0038231780167264037,0.0015405015405015406,7.162624592347618E-4,0.0026236477172501336,0.003470313776100741,0.0011141222523336346,5.379236148466918E-4,0.021166307551441825
Dominance,LCS-Ponderado,8,7,0.00947987168640909,0.007453955841052615,0.001677001677001677,7.162624592347618E-4,0.004336493409328276,0.003511378974268571,0.0011141222523336346,6.318467856929396E-4,0.028920933085321565
Dominance,LCS-Ponderado,8,10,0.012624525774459406,0.008869908119720573,0.003706412039745373,7.162624592347618E-4,0.006681040170595068,0.003938810585210821,0.0011141222523336346,6.318467856929396E-4,0.038282928186992575
Dominance,LCS-Ponderado,8,0,0.007350906135522691,0.0,0.0010821632443254064,5.397087869183776E-4,0.0034151998552378357,0.0031059462690352525,8.741203145036803E-4,0.0,0.016368044605543242
Dominance,LCS-Puro,10,2,0.0044908534523568,0.0,4.62000462000462E-5,1.7655367231638418E-4,1.8642688027044327E-4,0.0,0.0,0.0,0.004900034051143674
Dominance,LCS-Puro,10,5,0.0045513498353099025,0.004221425726802071,1.656177094773586E-4,1.7655367231638418E-4,0.0012535840130110207,5.086088856274664E-5,0.0,0.0,0.010419391845479485
Dominance,LCS-Puro,10,7,0.004999164317084452,0.008145025674408021,3.688512460442285E-4,2.236346516007533E-4,0.0013466938826572031,1.0007491696599706E-4,2.2862368541380886E-4,0.0,0.015412068374174462
Dominance,LCS-Puro,10,10,0.0075379732536279605,0.008569735026349178,0.0014899723671653496,2.8013182674199624E-4,0.002349415555769938,2.92230154510219E-4,2.4495394865765234E-4,0.0,0.02076441213282229
Dominance,LCS-Puro,10,0,0.003583943612634528,0.007407407407407407,1.7966684633351302E-4,8.988186954288648E-5,0.0013744651290403555,6.715854903358605E-5,1.228128064977378E-4,7.044237813468582E-5,0.0128957785986247
Dominance,LCS-Puro,15,2,2.979813349563806E-4,0.0,0.0,0.0,1.8642688027044327E-4,0.0,0.0,0.0,4.8440821522682386E-4
Dominance,LCS-Puro,15,5,6.852994337778269E-4,0.0035842293906810036,1.365001365001365E-4,0.0,0.0011175255767322681,3.8114140809309255E-5,0.0,7.044237813468582E-5,0.00563211105663523
Dominance,LCS-Puro,15,7,8.987374940527352E-4,0.007424475166410649,1.365001365001365E-4,0.0,0.0011175255767322681,9.82701782338649E-5,6.051803437424352E-5,7.044237813468582E-5,0.009806468964438582
Dominance,LCS-Puro,15,10,0.002877890416601884,0.0077467779643323525,1.365001365001365E-4,2.3305084745762713E-4,0.002048624273194093,1.8328290587314583E-4,6.051803437424352E-5,7.044237813468582E-5,0.013357086956468167
Dominance,LCS-Puro,15,0,0.0010813615500164498,0.0035842293906810036,1.365001365001365E-4,8.560178051703476E-5,0.00111131134738992,2.4620620625345383E-4,2.7880937245586447E-4,0.0,0.006524019783813863
Dominance,LCS-Puro,20,2,7.861635220125787E-4,0.002048131080389145,0.0045045045045045045,0.0,3.610078858570354E-4,0.0,0.0,0.0,0.007699806992763263
Dominance,LCS-Puro,20,5,0.0023584905660377358,0.002048131080389145,0.0045045045045045045,0.0,3.725504316809424E-4,4.2617380630558344E-5,0.0,0.0,0.009326293963242884
Dominance,LCS-Puro,20,7,0.0032460945425035505,0.002048131080389145,0.0045045045045045045,7.062146892655367E-4,3.725504316809424E-4,3.9397059790252756E-4,4.958104021022361E-5,0.0,0.01132104688645643
Dominance,LCS-Puro,20,10,0.004910911412647834,0.002764976958525345,0.005255255255255256,7.062146892655367E-4,3.725504316809424E-4,5.429057800645103E-4,1.1009907458446713E-4,2.275830678197542E-4,0.014890496669843649
Dominance,LCS-Puro,20,0,0.001768867924528302,0.0024918928144734595,0.0045045045045045045,4.8288183881404226E-5,3.8012558873287727E-4,3.508575076618073E-4,7.662322806599837E-4,0.0,0.010310768804442337
Dominance,LCS-Puro,25,2,4.349031471672981E-4,0.0,0.0,1.7655367231638418E-4,9.010632546404758E-5,0.0,0.0,0.0,7.015631449477299E-4
Dominance,LCS-Puro,25,5,0.0012210666691798767,0.0,0.0,0.0015889830508474577,1.0164887128795449E-4,0.0,1.959631589261219E-4,0.0,0.0031076617502414105
Dominance,LCS-Puro,25,7,0.0020072301911924556,0.0,0.0,0.0015889830508474577,1.1319141711186142E-4,1.1158369233700624E-4,1.959631589261219E-4,0.0,0.0040169515104149026
Dominance,LCS-Puro,25,10,0.0020072301911924556,0.0,0.0015015015015015015,0.0015889830508474577,1.1319141711186142E-4,1.997197246200983E-4,1.959631589261219E-4,0.0,0.005606589044199496
Dominance,LCS-Puro,25,0,6.314440276704428E-4,0.0,0.0,0.0019192742285962625,2.0329774257590898E-4,1.9662831947855693E-4,2.855464468556248E-4,2.458699894597331E-4,0.003482060754636529
Dominance,LCS-Puro,30,2,2.576723249405776E-4,0.0,0.0,1.7655367231638418E-4,0.0,9.43948347146444E-6,0.0,0.0,4.4366548072842624E-4
Dominance,LCS-Puro,30,5,0.0010971350687845175,8.33541718763024E-5,0.0,0.0015889830508474577,9.010632546404758E-5,9.43948347146444E-6,2.0889473794155123E-5,0.0,0.0028899075742379447
Dominance,LCS-Puro,30,7,0.0018832985907970962,8.33541718763024E-5,0.0,0.0016394269572235672,9.010632546404758E-5,3.1625714696366267E-5,0.0041966338456169575,0.0,0.007924445605674338
Dominance,LCS-Puro,30,10,0.0028622849988349385,8.33541718763024E-5,0.0015015015015015015,0.0016394269572235672,1.1034760147408724E-4,3.1625714696366267E-5,0.004522418940210874,0.0,0.010750959885817635
Dominance,LCS-Puro,30,0,0.002018791325864813,8.33541718763024E-5,5.2684263210578996E-5,2.2699757869249393E-4,9.010632546404758E-5,1.1161291674403862E-4,0.004470686772755936,3.0647853133060235E-4,0.0073607118859388134
Dominance,LCS-Puro,40,2,0.0,1.3785497656465398E-4,0.0,0.0,9.31098696461825E-4,0.0,0.0,0.0,0.0010689536730264788
Dominance,LCS-Puro,40,5,0.0015711304481012415,1.3785497656465398E-4,0.0010546260546260545,0.0,0.001331571254079814,2.2186231224901826E-5,0.0,0.0,0.004117368964596665
Dominance,LCS-Puro,40,7,0.001884347890185329,1.3785497656465398E-4,0.004057629057629058,0.0,0.0014550430377410562,3.5990997320396295E-4,2.0889473794155123E-5,0.0,0.007915674409118214
Dominance,LCS-Puro,40,10,0.0019167670044951263,1.3785497656465398E-4,0.005559130559130559,5.801049233252623E-4,0.004248339127126531,7.941262128913272E-4,2.0889473794155123E-5,0.0,0.013257212277327617
Dominance,LCS-Puro,40,0,3.8286254530156175E-4,6.63746183459445E-5,8.116224332440549E-5,3.5310734463276836E-4,0.0010212050219258726,6.454390932499099E-5,9.295462737084052E-5,2.805836139169472E-4,0.002342793924143332
Dominance,LCS-Puro,50,2,0.0,1.3785497656465398E-4,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0016393564780661555
Dominance,LCS-Puro,50,5,0.001694619147449336,2.4026153058411123E-4,0.0045045045045045045,5.0443906376109764E-5,4.004725576179892E-4,0.0,4.841442749939482E-5,0.0,0.006938716074031444
Dominance,LCS-Puro,50,7,0.002052162009515331,5.986844696522117E-4,0.0045045045045045045,5.0443906376109764E-5,4.004725576179892E-4,0.0015484314962436198,8.877899582329503E-4,0.0,0.010042488902142715
Dominance,LCS-Puro,50,10,0.003203953875079502,0.0017934275998792127,0.004558129558129558,6.30548829701372E-4,0.003233672876851828,0.0017689483184519976,9.086794320271055E-4,0.0,0.016097360490120574
