recommender,similarity,neighbor_size,rec_size,Temporal-5-1-2,Temporal-5-2-3,Accum_2,Temporal-5-3-4,Accum_3,Temporal-5-4-5,Accum_4,accum_sum
Dominance,JaroSimilarity,10,2,0.016605166051660517,0.0013404825737265416,0.0192861311991136,0.0,0.0192861311991136,0.0,0.0192861311991136,0.01794564862538706
Dominance,JaroSimilarity,10,5,0.01033210332103321,0.00160857908847185,0.01354926149797691,0.007349081364829396,0.0355965055924651,0.0,0.0355965055924651,0.019289763774334456
Dominance,JaroSimilarity,10,7,0.008961518186610437,0.0015319800842589046,0.012025478355128245,0.006749156355455567,0.032272947421494946,0.0,0.032272947421494946,0.017242654626324908
Dominance,JaroSimilarity,10,10,0.007380073800738007,0.0021447721179624663,0.01166961803666294,0.006824146981627298,0.03214205898154483,0.0011673151750972765,0.036811319681933935,0.017516308075425046
Dominance,JaroSimilarity,10,0,0.013229317075779453,7.248077817999119E-4,0.014678932639379277,0.0029067859776521197,0.023399290572335637,3.1623620865755685E-4,0.024664235406965863,0.017177147043889042
Dominance,JaroSimilarity,15,2,0.012915129151291513,0.0013404825737265416,0.015596094298744596,0.0026246719160104987,0.023470110046776092,0.0,0.023470110046776092,0.016880283641028553
Dominance,JaroSimilarity,15,5,0.007380073800738009,0.00160857908847185,0.010597231977681709,0.0026246719160104987,0.018471247725713204,0.0,0.018471247725713204,0.011613324805220357
Dominance,JaroSimilarity,15,7,0.005798629414865577,0.0011489850631941783,0.008096599541253933,0.004124484439445068,0.02047005285958914,0.0,0.02047005285958914,0.011072098917504825
Dominance,JaroSimilarity,15,10,0.004428044280442805,0.0016085790884718498,0.007645202457386505,0.005774278215223098,0.0249680371030558,0.0011673151750972765,0.029637297803444904,0.01297821675923503
Dominance,JaroSimilarity,15,0,0.008258428738133535,0.0017873100983020554,0.011833048934737645,6.302679531025988E-4,0.013723852794045442,3.0268020097965343E-4,0.014934573597964056,0.010978686990517843
Dominance,JaroSimilarity,20,2,0.0,0.0013404825737265416,0.002680965147453083,0.0026246719160104987,0.010554980895484579,0.0,0.010554980895484579,0.00396515448973704
Dominance,JaroSimilarity,20,5,0.0029520295202952033,0.002680965147453083,0.00831395981520137,0.0015748031496062994,0.013038369264020268,0.0,0.013038369264020268,0.007207797817354585
Dominance,JaroSimilarity,20,7,0.0026357406431207165,0.0019149751053236306,0.006465690853767978,0.0026246719160104982,0.014339706601799472,0.0,0.014339706601799472,0.007175387664454845
