recommender,similarity,neighbor_size,rec_size,Temporal-5-1-2,Temporal-5-2-3,Accum_2,Temporal-5-3-4,Accum_3,Temporal-5-4-5,Accum_4,accum_sum
Dominance,JaroSimilarity,10,2,0.00685383980181668,0.002771690086373598,0.012397219974563877,0.001579778830963665,0.01713655646745487,0.0025568490915025568,0.0273639528334651,0.0137621578106565
Dominance,JaroSimilarity,10,5,0.011065235342691992,0.003326028103648318,0.017717291549988627,0.0017272248551869407,0.022898966115549448,0.004972255467304973,0.042787987984769335,0.021090743768832222
Dominance,JaroSimilarity,10,7,0.010522590539105817,0.003535976721486583,0.017594543982078985,0.0016399608816670425,0.022514426627080114,0.0040956214930755255,0.038896912599382216,0.01979414963533497
Dominance,JaroSimilarity,10,10,0.009479768786127166,0.0034807270852133566,0.01644122295655388,0.0027172195892575047,0.024592881724326394,0.003840713741703839,0.03995573669114175,0.019518429202301867
Dominance,JaroSimilarity,10,0,0.008620291112256042,0.0038448889049917307,0.016310068922239504,0.0029135007064499704,0.025050571041589413,0.004234836946146285,0.04198991882617455,0.019613517669844028
Dominance,JaroSimilarity,15,2,0.00685383980181668,0.006316875080572386,0.019487589962961453,0.00468667719852554,0.03354762155853808,0.0025296485692525295,0.043666215835548194,0.020387040650167138
Dominance,JaroSimilarity,15,5,0.008951279933938894,0.004744102101327833,0.01843948413659456,0.003033175355450237,0.02753901020294527,0.0030029376564030034,0.03955076082855728,0.019731495047119966
Dominance,JaroSimilarity,15,7,0.008068892296803113,0.004567303265253503,0.01720349882731012,0.004017151884450462,0.029254954480661507,0.003147489003217433,0.04184491049353124,0.01980083644972451
Dominance,JaroSimilarity,15,10,0.008158546655656485,0.004228438829444374,0.016615424314545234,0.0038230647709320705,0.028084618627341445,0.003960396039603958,0.043926202785757276,0.020170446295636885
Dominance,JaroSimilarity,15,0,0.007507024605761191,0.005032889037549342,0.017572802680859874,0.0037897983190445716,0.028942197637993588,0.0033351808325130993,0.042282920968045985,0.019664892794868206
Dominance,JaroSimilarity,20,2,0.00685383980181668,0.01901508315070259,0.044884006103221866,0.006687730384412849,0.06494719725646042,0.0025296485692525295,0.07506579153347054,0.03508630190618465
Dominance,JaroSimilarity,20,5,0.008951279933938894,0.010674229727987629,0.030299739389914152,0.004591890468667721,0.044075410795917314,0.0030029376564030034,0.05608716142152933,0.027220337786997246
Dominance,JaroSimilarity,20,7,0.008092485549132946,0.009097773439658192,0.026288032428449327,0.006258933273151283,0.045064832247903176,0.0031474890032174335,0.05765478826077291,0.026596681265159856
Dominance,JaroSimilarity,20,10,0.008158546655656485,0.007593141678483948,0.02334483001262438,0.005223802001053187,0.03901623601578394,0.0038679142639538653,0.0544878930715994,0.024843404599147488
Dominance,JaroSimilarity,20,0,0.0070105457196677524,0.007312409220623643,0.02163536416091504,0.004950513379041742,0.03648690429804026,0.0035136104820547806,0.05054134622625938,0.02278707880138792
Dominance,JaroSimilarity,25,2,0.00685383980181668,0.01895062524171716,0.044755090285251,0.0069510268562401265,0.06560817085397139,0.002584049613752584,0.07594436930898173,0.03533954151352654
Dominance,JaroSimilarity,25,5,0.008951279933938894,0.009952301147350785,0.028855882228640464,0.005097419694576095,0.04414814131236875,0.006593406593406592,0.07052176768599512,0.030594407369272367
Dominance,JaroSimilarity,25,7,0.008092485549132946,0.008453194349803867,0.024998874248740678,0.006589934552019861,0.04476867790480026,0.00649703902886364,0.07075683402025482,0.029632653479820314
